time,velocity,velocity_ref,altitude,altitude_ref,gamma,alpha,theta,pitch_rate,elevator,elevator_rate,delta_cmd,throttle_cmd,throttle_unsat,speed_error,speed_integral,saturation_active,qbar
1.6400000000000001,1763.2153213537272,2250.0,29966.54613111342,30000.0,-0.014541116887472076,0.03167577044199443,0.017134653554522365,-0.005940858410112232,-0.022857443774927138,-0.006191767562370612,-0.02341318653355829,0.62,1.0528200822401546,486.7846786462728,0.0,1.0,29660.21855435702
1.68,1763.538456422247,2250.0,29965.51536502297,30000.0,-0.014686989473127068,0.03158797414204632,0.016900984668919258,-0.005740902120199608,-0.023116833113399342,-0.005924734874765332,-0.02364696352665638,0.62,1.0524000066510788,486.461543577753,0.0,1.0,29675.338966182244
1.72,1763.8616272698725,2250.0,29964.4741157535,30000.0,-0.014832983428451602,0.031508527126216206,0.016675543697764614,-0.0055295508719228345,-0.02336462773545585,-0.005653593485120116,-0.023868832171704723,0.62,1.0519798845491657,486.13837273012746,0.0,1.0,29690.509526350706
1.76,1764.1848331929962,2250.0,29963.42237154695,30000.0,-0.014979082293410674,0.03143785654301468,0.01645877424960402,-0.005307416634209858,-0.023600669196516714,-0.005379044452224123,-0.024078699798138727,0.62,1.0515597168491049,485.81516680700383,0.0,1.0,29705.73032876528
1.8,1764.5080734538808,2250.0,29962.360121828806,30000.0,-0.015125268869423905,0.031376364019638364,0.01625109515021447,-0.005075126334749639,-0.02382482912827827,-0.005101785678205299,-0.02427650335181722,0.62,1.051139504509955,485.4919265461192,0.0,1.0,29721.00146161271
1.84,1764.8313472819739,2250.0,29961.287357259458,30000.0,-0.015271525267182891,0.03132442514433027,0.016052899877147392,-0.004833320213787627,-0.02403700906268213,-0.004822510367725513,-0.024462209077159774,0.62,1.050719248533434,485.1686527180261,0.0,1.0,29736.323007182495
1.8800000000000001,1765.1546538751745,2250.0,29960.204069782172,30000.0,-0.015417832955310741,0.03128238901556402,0.01586455606025329,-0.004582650171819243,-0.024237140190458507,-0.004541905520030173,-0.02463581213727026,0.62,1.050298949962273,484.8453461248255,0.0,1.0,29751.69504169701
1.92,1765.4779924010547,2250.0,29959.11025266765,30000.0,-0.015564172809741863,0.03125057785809757,0.015686405048355712,-0.004323778114994273,-0.024425183055735152,-0.004260650456833629,-0.024797336173801643,0.62,1.0498786098786288,484.52200759894527,0.0,1.0,29767.117635153765
1.96,1765.801361998034,2250.0,29958.005900555134,30000.0,-0.01571052516370016,0.03122928670579081,0.015518761542090656,-0.004057374301998547,-0.02460112718832698,-0.003979415388857378,-0.024946832808429947,0.62,1.0494582294025556,484.19863800196595,0.0,1.0,29782.59085117988
2.0,1766.1247617765111,2250.0,29956.89100948997,30000.0,-0.015856869858154148,0.031218783150932065,0.015361913292777923,-0.0037841156961249153,-0.024764990675439656,-0.0036988600237159884,-0.025084381087914675,0.62,1.0490378096905355,483.87523822348885,0.0,1.0,29798.114746898646
2.04,1766.4481908199552,2250.0,29955.76557695766,30000.0,-0.01600318629262819,0.031219307159671836,0.015216120867043652,-0.0035046843261836483,-0.02491681967463369,-0.003419632217750052,-0.02521008687482015,0.62,1.048617351934058,483.55180918004476,0.0,1.0,29813.689372809255
2.08,1766.77164818596,2250.0,29954.62960191432,30000.0,-0.016149453476249895,0.031231070953018535,0.01508161747676865,-0.0032197656598330596,-0.0250566878700032,-0.0031423666742423488,-0.02532408218607013,0.62,1.048196857358252,483.22835181404,0.0,1.0,29829.31477267938
2.12,1767.0951329072664,2250.0,29953.483084813568,30000.0,-0.016295650078914904,0.031254258952710286,0.014958608873795392,-0.0029300469928347952,-0.02518469587362548,-0.002867683690343312,-0.025426524481592036,0.62,1.0477763272205536,482.90486709273364,0.0,1.0,29844.990983450785
2.16,1767.4186439927573,2250.0,29952.326027629813,30000.0,-0.016441754482451734,0.03128902779113977,0.014847273308688042,-0.0026362158576549583,-0.025300970574432754,-0.0025961879548510496,-0.02551759590539567,0.62,1.0473557628094154,482.5813560072427,0.0,1.0,29860.718035158956
2.2,1767.742180428432,2250.0,29951.158433877943,30000.0,-0.016587744831670918,0.03133550638437566,0.014747761552704753,-0.002338958454742417,-0.02540566443674766,-0.002328467398906609,-0.02559750248150132,0.62,1.0469351654430383,482.257819571568,0.0,1.0,29876.495950866058
2.24,1768.0657411783627,2250.0,29949.980308629434,30000.0,-0.016733599085184635,0.03139379606719483,0.014660196982010203,-0.0020389581097195074,-0.02549895475080746,-0.002065092101466843,-0.025666473267203976,0.62,1.0465145364681285,481.9342588216373,0.0,1.0,29892.324746608134
2.2800000000000002,1768.3893251856452,2250.0,29948.7916585249,30000.0,-0.016879295065885126,0.03146397078891399,0.014584675723028876,-0.0017368937596181967,-0.02558104283767857,-0.001806613251285127,-0.025724759466222165,0.62,1.0460938772586612,481.61067481435475,0.0,1.0,29908.20443135636
2.32,1768.712931373344,2250.0,29947.592491783078,30000.0,-0.017024810510972523,0.03154607736868899,0.014521266857716477,-0.0014334384711869254,-0.025652153211033535,-0.0015535621669755528,-0.025772633504339282,0.62,1.045673189214653,481.28706862665604,0.0,1.0,29924.135006992827
2.36,1769.0365586454423,2250.0,29946.382818206315,30000.0,-0.017170123121425258,0.031640135808833306,0.014470012687408058,-0.0011292579941801343,-0.025712532698327014,-0.0013064493766152799,-0.025810388070188733,0.62,1.045252473760925,480.96344135455774,0.0,1.0,29940.11646830064
2.4,1769.3602058878025,2250.0,29945.162649182574,30000.0,-0.01731521061080902,0.03174613966459635,0.01443092905378734,-0.0008250093524241323,-0.02576244952396455,-0.001065763758125587,-0.02583833512388395,0.62,1.0448317323458567,480.6397941121975,0.0,1.0,29956.148802968677
2.44,1769.6838719691443,2250.0,29943.931997684012,30000.0,-0.017460050753323138,0.031864056468735524,0.014404005715412393,-0.0005213394753299269,-0.025802192357108653,-0.0008319717415811554,-0.025856804876224267,0.62,1.0444109664401124,480.3161280308557,0.0,1.0,29972.23199161126
