time,mach,altitude,velocity,qbar,alpha_rad,beta_rad,left_elevon,right_elevon,rudder,body_flap,clift,cdrag,cy,cl_roll,cm_pitch,cn_yaw,lift,drag,side_force,mx,my,mz,lift_to_drag
20.150000000000002,7.351834607228328,29819.241372702378,2168.791209132357,45801.99148489498,-0.03410756082845929,-0.048548869848593974,-0.0019204073733866502,-0.007094313139780893,-0.03304441528775498,-0.04259000723244276,0.03305807871938926,0.0673975127307321,0.005764799196848966,0.005643037548461561,0.07480429829247326,-0.014417412356647572,1816.9510080149457,3704.3283650353114,316.8471404714469,1426.7122147445561,18912.54580050823,-3645.1110129235217,0.4904940461447525
20.200000000000003,7.3374883688991055,29812.98501462207,2164.559068825236,45663.07269625988,-0.03394514342979699,-0.04873297418104931,-0.0011091771160104793,-0.007760750113433897,-0.03288954949617878,-0.04248807714994743,0.033605894961366824,0.06731447785258883,0.0058118758979327865,0.006160172753607907,0.0746629992464783,-0.014399239770732401,1841.4581095725202,3688.5430748322474,318.46573395473456,1552.7341378077351,18819.567631966296,-3629.4746989685013,0.4992372522737229
20.25,7.323152531258804,29806.70406380706,2160.3299967213475,45524.51199814395,-0.033767785013282856,-0.04891268039566243,-0.0002976803841672915,-0.008425322604201096,-0.03272868967524207,-0.042381462799983276,0.03418084542230214,0.06723044651487384,0.005858700400447451,0.006676412786464489,0.07451132234880399,-0.01437898096304243,1867.2795690411567,3672.7599228083386,320.0573720084409,1677.7511956908427,18724.345567226654,-3613.3704243795587,0.508413184712972
20.3,7.308828011796138,29800.398710255642,2156.104263479861,45386.31828324708,-0.0335755111182223,-0.049087972274069504,0.0005138878639564062,-0.009087870951738198,-0.03256186514120193,-0.04227017593667437,0.03478286833930326,0.0671454249697286,0.005905267146624337,0.007191635779261726,0.07434928970335136,-0.014356641609600842,1894.3995999022745,3656.9803547279853,321.62200111715333,1801.7383249102768,18626.91170688526,-3596.8049827566247,0.5180229085598094
20.35,7.2945157272754635,29794.069144704266,2151.882139546262,45248.50040129681,-0.033368349431724044,-0.049258833996297456,0.0013253326529925717,-0.0097482359819915,-0.032389106297367964,-0.04215422882928467,0.03541189803497639,0.06705941959952365,0.005951570552570425,0.007705720055598381,0.07417692487493938,-0.014332227716871366,1922.802338935573,3641.2058095917323,323.159571043595,1924.6709691946935,18527.29827463803,-3579.785200022788,0.5280674698119209
20.400000000000002,7.280216593678105,29787.715558621818,2147.663895135041,45111.067158620695,-0.033146329784712936,-0.049425250142191825,0.0021364590372336617,-0.010406259045438817,-0.03221044462856127,-0.04203363426086533,0.03606786492544665,0.06697243691632404,0.005997605009024015,0.00821854415948399,0.07399425288569937,-0.01430574562048895,1952.4718523038603,3625.4377194105377,324.67003482355466,2046.525082335638,18425.537606258684,-3562.317931948915,0.5385478950170226
20.450000000000003,7.265931526143731,29781.33814420379,2143.449800212401,44974.02731773,-0.0329094841476345,-0.04958720569280841,0.002947072147467353,-0.01106178205520423,-0.03202591269537647,-0.04190840552684537,0.036750695528940766,0.06688448356133758,0.006043364882121632,0.008729986884333012,0.07380130021126066,-0.014277201983934892,1983.3921415969917,3609.677508983831,326.1533487594581,2167.277130779184,18321.662138654465,-3544.4100616952264,0.5494651909099052
20.5,7.251661438911791,29774.93709436648,2139.2401244789785,44837.389596914196,-0.03265784662585123,-0.04974468603176868,0.0037569772377928417,-0.011714647525037605,-0.03183554412824765,-0.04177855643356586,0.037460312474931104,0.06679556630434598,0.006088844514176073,0.009239927301903848,0.0735980947767277,-0.01424660379715663,2015.547149832757,3593.9265956813697,327.60947241257554,2286.9040959601007,18215.704399003047,-3526.068497370659,0.5608203440367238
20.55,7.237407245262993,29768.512602741157,2135.035137352583,44701.16266984676,-0.03239145345473139,-0.04989767694657898,0.004565979732407978,-0.012364698607150231,-0.03163937362131919,-0.041644101296757795,0.038196634513840616,0.06670569204311874,0.006134038224465488,0.00974824479117611,0.07338466595244937,-0.014213958375132467,2048.920767412647,3578.186389228984,329.03836859386774,2405.3834763802897,18107.696993974678,-3507.300169610933,0.572614320366397
20.6,7.223169857460867,29762.064863668205,2130.8351079509557,44565.35516520166,-0.03211034299443134,-0.05004616462991302,0.005373885272354615,-0.013011779129896277,-0.03143743692612303,-0.04150505493996382,0.03895957652730628,0.06661486780281023,0.006178940310033271,0.010254819067158345,0.07316104454958121,-0.01417927335638155,2083.49683803031,3562.4582914982334,330.44000335345675,2522.6932894330203,17997.672599042933,-3488.1120291761686,0.5848480648889425
