time,mx_cmd,my_cmd,mz_cmd,mx_achieved,my_achieved,mz_achieved,mx_residual,my_residual,mz_residual,residual_norm,left_elevon,right_elevon,rudder,body_flap,left_elevon_target,right_elevon_target,rudder_target,body_flap_target,left_elevon_rate,right_elevon_rate,rudder_rate,body_flap_rate,saturated,rate_limited
0.42,370.0194388854886,1014.7212000404622,-366.7178013837651,369.89632936930326,1014.1640716622147,-366.4852576851664,0.12310951618536592,0.557128378247512,-0.23254369859870394,0.616136798594324,-0.00848275035063441,-0.027173465857199958,-0.016519764710055507,-0.04122945298708801,-0.00848275035063441,-0.027173465857199958,-0.016519764710055507,-0.04122945298708801,0.01079131997086839,-0.02625812450802803,0.024057328087818096,-0.016179362281572643,0.0,0.0
0.44,387.51079145459533,1023.3806206153056,-355.80359968655887,387.38384676680994,1022.8186751130895,-355.5761481699785,0.12694468778539658,0.5619455022160764,-0.22745151658034501,0.619380249614491,-0.008266813251909533,-0.027697698889923746,-0.016038254907801124,-0.04155184343914801,-0.008266813251909533,-0.027697698889923746,-0.016038254907801124,-0.04155184343914801,0.01079685493624383,-0.026211651636189395,0.024075490112719124,-0.016119522602999967,0.0,0.0
0.46,404.9842255937509,1032.0101994837676,-344.88186919845907,404.8534509872867,1031.443453249354,-344.6595153329605,0.13077460646422878,0.5667462344135856,-0.22235386549857594,0.6226913628917714,-0.00805077887157805,-0.02822098013089876,-0.015556390687107553,-0.041873027432179195,-0.00805077887157805,-0.02822098013089876,-0.015556390687107553,-0.041873027432179195,0.010801719016574098,-0.026164062048750734,0.024093211034678565,-0.016059199651559386,0.0,0.0
0.48,422.43893333447437,1040.609685007939,-333.9528410228753,422.3043342596178,1040.0381545719433,-333.7355902011812,0.13459907485656686,0.5715304359957827,-0.21725082169410825,0.6260685823043178,-0.007834660623320505,-0.028743287280410982,-0.015074180878549077,-0.042192995335829486,-0.007834660623320505,-0.028743287280410982,-0.015074180878549077,-0.042192995335829486,0.0108059124128773,-0.026115357475611084,0.02411049042792381,-0.015998395182514544,0.0,0.0
0.5,439.8741075741897,1049.1788264274323,-323.01674641763594,439.7356896783521,1048.6025284588322,-322.80460395598124,0.1384178958375628,0.5762979686001017,-0.2121424616547074,0.6295103545912658,-0.007618471916083415,-0.0292645980743147,-0.014591634321094435,-0.04251173755514016,-0.007618471916083415,-0.0292645980743147,-0.014591634321094435,-0.04251173755514016,0.010809435361854502,-0.02606553969518588,0.024127327872732092,-0.015937110965533532,0.0,0.0
0.52,457.28894211354657,1057.7173738666907,-312.0738167900948,457.14671124101574,1057.136325172341,-311.8667879280804,0.14223087253083122,0.5810486943496471,-0.20702886201439696,0.6330151309512968,-0.007402226153366045,-0.02978489028500149,-0.01410875986198561,-0.042829244530832734,-0.007402226153366045,-0.02978489028500149,-0.01410875986198561,-0.042829244530832734,0.010812288135868481,-0.026014610534339476,0.024143722955441253,-0.015875348784628873,0.0,0.0
0.54,474.68263169369885,1066.2250783422753,-301.1242836922345,474.5365938853798,1065.6392958664178,-300.92237359268034,0.14603780831907898,0.5857824758575134,-0.20191009955414074,0.6365813685479347,-0.007185936732507692,-0.030304141722367717,-0.01362556635661631,-0.04314550673959487,-0.007185936732507692,-0.030304141722367717,-0.01362556635661631,-0.04314550673959487,0.010814471042917655,-0.02596257186831142,0.024159675268465002,-0.01581311043810686,0.0,0.0
0.56,492.05437203353966,1074.7016917701267,-290.1683788157669,491.90453352668635,1074.111192593896,-289.9715925645659,0.1498385068533139,0.5904991762306508,-0.19678625120099014,0.6402075319198042,-0.006969617043975525,-0.030822330234780617,-0.013142062668410275,-0.043460514694365286,-0.006969617043975525,-0.030822330234780617,-0.013142062668410275,-0.043460514694365286,0.010815984426608373,-0.02590942562064498,0.024175184410301764,-0.01575039773852073,0.0,0.0
0.58,509.4033598668907,1083.1469669727983,-279.2063339872304,509.2497270948286,1082.551768313725,-279.01467659320235,0.15363277206211023,0.5951986590732758,-0.19165739402802728,0.6438920942982049,-0.006753280470653054,-0.031339433710042906,-0.012658257668699284,-0.043774258944617596,-0.006753280470653054,-0.031339433710042906,-0.012658257668699284,-0.043774258944617596,0.010816828666123518,-0.025855173763114463,0.02419024998554951,-0.015687212512615484,0.0,0.0
0.6,526.728792979646,1091.5606576866633,-268.2383811630844,526.5713725714841,1090.9607768981714,-268.05185755782975,0.15742040816189729,0.5998807884918733,-0.18652360525464928,0.6476335388355688,-0.006536940387129098,-0.03185543007635576,-0.012174160236600992,-0.04408673007664296,-0.006536940387129098,-0.03185543007635576,-0.012174160236600992,-0.04408673007664296,0.01081700417619783,-0.02579981831564264,0.02420487160491461,-0.015623556601268226,0.0,0.0
