time,controller,downrange,altitude,velocity,gamma,gamma_rate_cmd,qbar,heat_rate,heat_load,load_factor,corridor_lower,corridor_upper,corridor_margin
36.0,1.0,113047.89875022988,42391.5816293896,3155.6926412827474,-0.09883403830145542,0.00044423044587626527,16915.752540264763,186831.5536994396,4632442.579006947,1.1380692924425249,37409.47924801624,60954.18584968411,4982.1023813733555
36.1,1.0,113361.92504209638,42360.45073341842,3155.6191280969497,-0.09878961525686779,0.0004417871784239458,16988.25860150411,187222.81081267237,4651164.860088214,1.137284141365411,37408.02391335572,60954.13916042273,4952.426820062705
36.2,1.0,113675.94535885872,42329.33447781884,3155.5448421219658,-0.0987454365390254,0.0004393573489426144,17061.032379107677,187614.55839319353,4669926.315927533,1.1365032902637515,37406.55335450944,60954.09195619735,4922.7811233094035
36.300000000000004,1.0,113989.95961523325,42298.232793118186,3155.4697809019817,-0.09870150080413113,0.0004369408835234298,17134.074789785886,188006.7965506534,4688726.995582599,1.1357267156802846,37405.067525208266,60954.04423468845,4893.165267909921
36.4,1.0,114303.96772574274,42267.14561028306,3155.393941970659,-0.0986578067157788,0.0004345377086640513,17207.386752735652,188399.52538744535,4707566.948121344,1.1349543942852773,37403.56637900928,60953.995993558674,4863.579231273783
36.5,1.0,114617.96960471499,42236.07286071717,3155.317322851117,-0.09861435294491239,0.00043214775126639867,17280.969189639607,188792.74499865586,4726446.222621209,1.134186302875836,37402.04986929568,60953.94723045267,4834.022991421487
36.6,1.0,114931.96516628143,42205.01447625915,3155.239921055916,-0.09857113816978574,0.0004297709386344333,17354.823024665337,189186.4554720146,4745364.868168411,1.133422418375222,37400.51794927684,60953.89794299703,4804.496526982315
36.7,1.0,115245.95432437572,42173.97038918046,3155.1617340870384,-0.0985281610759223,0.0004274071984719439,17428.949184464458,189580.656887844,4764322.933857195,1.1326627178321682,37398.97057198814,60953.84812880012,4774.999817192322
36.800000000000004,1.0,115559.93699273233,42142.94053218321,3155.082759435871,-0.0984854203560751,0.00042505645888034815,17503.348598171775,189975.34931900975,4783320.468789096,1.131907178420202,37397.40769029106,60953.797785452014,4745.532841892149
36.9,1.0,115873.91308488516,42111.92483839807,3155.0029945831875,-0.09844291471018707,0.00042271864835650617,17578.02219740414,190370.53283086926,4802357.522072183,1.1311557774369696,37395.82925687309,60953.74691052434,4716.095581524976
