time,east,north,altitude,velocity,gamma,heading,target_east,target_north,target_altitude,horizontal_range,range_to_target,altitude_error,gamma_rate_cmd,heading_rate_cmd,throttle_cmd,qbar,load_factor
10.200000000000001,17758.648752969988,1227.1776210181004,29682.811055822072,1743.6078946716793,-0.01808799867634338,0.13428180804047996,52000.0,14000.0,29000.0,36546.068553915684,36552.446671672435,-682.8110558220724,-4.4504886734979524e-05,0.012251511447948822,0.22098026332080167,30170.035629258353,2.393189024451048
10.25,17845.025854256823,1238.8736564417964,29681.2341398061,1743.5772759179579,-0.018090223920680132,0.13489438361287753,52000.0,14000.0,29000.0,36461.05599749739,36467.41949200516,-681.2341398060998,-4.436148033268028e-05,0.012246827885090007,0.22105681020510531,30175.58424783588,2.3924070812575757
10.3,17931.394255962117,1250.6223852846315,29679.657057830966,1743.5466629581585,-0.018092441994696767,0.135506725007132,52000.0,14000.0,29000.0,36376.04331019656,36382.3921783815,-679.6570578309656,-4.421838446985824e-05,0.01224221355250406,0.22113334260460363,30181.13476451322,2.391636408191634
10.350000000000001,18017.75392898258,1262.4237812442352,29678.079810522548,1743.5160557768284,-0.018094652913920258,0.13611883568475713,52000.0,14000.0,29000.0,36291.030516641316,36297.36475543685,-678.0798105225476,-4.407559672769306e-05,0.012237668686133846,0.22120986055792913,30186.687176813164,2.390877040575699
10.4,18104.104844214093,1274.2778183045912,29676.502398505356,1743.485454358544,-0.018096856693756644,0.13673071911906387,52000.0,14000.0,29000.0,36206.01764151541,36212.33724786221,-676.5023985053558,-4.393311467960079e-05,0.012233193524810842,0.2212863641036398,30192.24148226313,2.390129014216042
10.450000000000001,18190.446972550828,1286.184470736984,29674.924822402543,1743.4548586879123,-0.018099053349490624,0.1373423787953043,52000.0,14000.0,29000.0,36121.0047095596,36127.30968040552,-674.9248224025432,-4.379093589103825e-05,0.01222878831028676,0.22136285328021926,30197.797678395225,2.3893923654081637
10.5,18276.780284884368,1298.1437131009566,29673.347082835913,1743.4242687495687,-0.018101242896285175,0.13795381821081865,52000.0,14000.0,29000.0,36035.99174557293,36042.28207787298,-673.3470828359132,-4.364905791929717e-05,0.012224453287265851,0.2214393281260783,30203.355762746152,2.388667130942324
10.55,18363.10475210282,1310.1555202452796,29671.769180425934,1743.3936845281785,-0.018103425349181138,0.13856504087518173,52000.0,14000.0,29000.0,35950.97877441404,35957.25446513038,-671.7691804259339,-4.350747831331032e-05,0.01222018870343772,0.2215157886795538,30208.915732857167,2.387953348109174
10.600000000000001,18449.42034508992,1322.2198673089306,29670.191115791746,1743.3631060084367,-0.018105600723096804,0.13917605031035363,52000.0,14000.0,29000.0,35865.96582100254,35872.22686710442,-670.1911157917457,-4.336619461344027e-05,0.012215994809510283,0.2215922349789082,30214.47758627417,2.387251054705413
10.65,18535.72703472413,1334.336729722086,29668.612889551172,1743.332533175067,-0.018107769032827476,0.13978685005082925,52000.0,14000.0,29000.0,35780.952910320324,35787.19930878406,-668.612889551172,-4.322520435127066e-05,0.012211871859243686,0.22166866706233238,30220.041320547385,2.3865602890396027
10.700000000000001,18622.02479187775,1346.506083207123,29667.034502320737,1743.3019660128227,-0.01810993029304504,0.1403974436437916,52000.0,14000.0,29000.0,35695.940067412965,35702.1718152219,-667.0345023207374,-4.308450504941314e-05,0.012207820109484338,0.22174508496794318,30225.606933231564,2.385881089938012
10.75,18708.313587415996,1358.7279037796352,29665.455954715668,1743.2714045064856,-0.01811208451829751,0.1410078346492658,52000.0,14000.0,29000.0,35610.92731739108,35617.144411535526,-665.4559547156678,-4.2944094221267996e-05,0.012203839820199463,0.22182148873378593,30231.174421885833,2.38521349675055
10.8,18794.593392196108,1371.0021677494576,29663.877247349905,1743.240848640867,-0.018114231723008575,0.141618026640276,52000.0,14000.0,29000.0,35525.914685431744,35532.11712290901,-663.8772473499048,-4.280396937081437e-05,0.012199931254512327,0.22189787839783265,30236.74378407372,2.384557549356808
10.850000000000001,18880.864177066418,1383.3288517217054,29662.298380836124,1743.2102984008063,-0.018116371921477116,0.14222802320300154,52000.0,14000.0,29000.0,35440.90219677993,35447.08997459422,-662.2983808361241,-4.266412799240659e-05,0.01219609467873787,0.2219742539979842,30242.315017362922,2.3839132881721876
10.9,18967.125912865442,1395.7079325978236,29660.719355785735,1743.1797537711725,-0.018118505127876737,0.14283782793693867,52000.0,14000.0,29000.0,35355.88987674986,35362.062991912295,-660.7193557857354,-4.2524567570526115e-05,0.012192330362418713,0.22205061557206876,30247.888119325522,2.383280754154079
10.950000000000001,19053.37857042095,1408.1393875766496,29659.1401728089,1743.1492147368626,-0.018120631356255263,0.14344744445505953,52000.0,14000.0,29000.0,35270.87775072653,35277.03620025507,-659.1401728089004,-4.2385285579569014e-05,0.01218863857836201,0.22212696315784342,30253.463087537762,2.382659988808196
11.0,19139.622120549044,1420.6231941554875,29657.560832514544,1743.1186812828023,-0.018122750620534242,0.1440568763839778,52000.0,14000.0,29000.0,35185.86584416715,35192.00962508657,-657.560832514544,-4.224627948361433e-05,0.012185019602676529,0.22220329679299425,30259.039919580056,2.3820510341949475
11.05,19225.856534053215,1433.1593301311952,29655.981335510358,1743.088153393946,-0.018124862934508424,0.14466612736411166,52000.0,14000.0,29000.0,35100.854182602605,35106.983291944474,-655.9813355103579,-4.210754673617378e-05,0.012181473714810407,0.22227961651513511,30264.618613036942,2.3814539329359268
11.100000000000001,19312.081781723416,1445.7477736012845,29654.401682402822,1743.0576310552758,-0.018126968311845234,0.14527520104985214,52000.0,14000.0,29000.0,35015.84279163898,35021.95722644163,-654.4016824028222,-4.1969084779976304e-05,0.01217800119758941,0.22235592236181048,30270.199165497033,2.3808687282204897
11.15,19398.29783433511,1458.3885029650328,29652.821873797213,1743.0271142518025,-0.018129066766084233,0.14588410110973182,52000.0,14000.0,29000.0,34930.83169695904,34936.931454267506,-652.8218737972129,-4.183089104671774e-05,0.012174602337255855,0.22243221437049385,30275.781574552904,2.380295463812447
11.200000000000001,19484.504662648324,1471.0814969246085,29651.241910297606,1742.996602968565,-0.01813115831063657,0.1464928312265945,52000.0,14000.0,29000.0,34845.820924323816,34851.906001189825,-651.2419102976055,-4.1692962956798014e-05,0.012171277423507942,0.2225084925785876,30281.365837801255,2.3797341840568316
11.25,19570.702237406695,1483.8267344862097,29649.661792506897,1742.9660971906299,-0.01813324295878441,0.14710139509776976,52000.0,14000.0,29000.0,34760.8104995741,34766.880893056026,-649.6617925068967,-4.155529791909449e-05,0.012168026749539757,0.22258475702342537,30286.95195284258,2.3791849338867768
11.3,19656.890529336513,1496.6241949612158,29648.08152102681,1742.9355969030921,-0.018135320723680366,0.14770979643524695,52000.0,14000.0,29000.0,34675.80044863206,34681.856155794885,-648.0815210268083,-4.141789333069164e-05,0.01216485061208182,0.2226610077422697,30292.539917281312,2.378647758830496
11.350000000000001,19743.06950914576,1509.4738579673522,29646.50109645791,1742.9051020910742,-0.0181373916183469,0.14831803896585116,52000.0,14000.0,29000.0,34590.79079750278,34596.831815418074,-646.5010964579087,-4.128074657664526e-05,0.012161749311442364,0.2227372447723144,30298.12972872576,2.378122705018384
11.4,19829.23914752313,1522.3757034298685,29644.92051939961,1742.8746127397264,-0.01813945565567573,0.14892612643142344,52000.0,14000.0,29000.0,34505.781572275904,34511.807898021776,-644.9205193996095,-4.1143855029688974e-05,0.012158723151548903,0.2228134681506839,30303.721384787925,2.377609819190178
