time,phi,theta,psi,phi_ref,theta_ref,psi_ref,p,q,r,mx,my,mz,mx_cmd,my_cmd,mz_cmd,mx_rate,my_rate,mz_rate
3.2,0.05597950531379059,0.005428646201910859,-0.0057092260268305495,0.08726646259971647,0.0,0.0,0.11870481633635865,-0.012885560543493536,0.0051979493818139055,1575.9199506426949,-435.28730013574346,472.81353771412273,768.8507203821734,-315.9952007573818,428.06417761482,-8893.793629739821,1306.633478780492,-484.9878905919752
3.22,0.058361564255852816,0.005163833540296565,-0.005618662581857947,0.08726646259971647,0.0,0.0,0.11943638458721122,-0.013033175059820757,0.005356088022570395,1397.403172660265,-408.9009129197289,462.9153638249703,588.1978734180361,-288.5499729009334,417.30417999480375,-8925.838899121492,1319.3193608007277,-494.90869445762087
3.24,0.060757244138019306,0.004895776614057503,-0.005525776635606938,0.08726646259971647,0.0,0.0,0.12006812392397298,-0.013170286128128681,0.0055109870717498,1218.4139145759243,-382.28031925346215,452.8265619328485,407.81218019252674,-260.95934334945645,406.38861052075276,-8949.462904217035,1331.0296833133377,-504.4400946060904
3.2600000000000002,0.0631645449783651,0.004624676087047456,-0.005430638948152211,0.08726646259971647,0.0,0.0,0.12059989662408432,-0.01329682160483633,0.00566257481682236,1039.1157770389716,-355.44516198563275,442.55488615663785,227.83936093623788,-233.24349339454167,395.32502085613004,-8964.906876847635,1341.75786339147,-513.5837888105328
3.2800000000000002,0.06558146500045536,0.004350734610357584,-0.005333319669083902,0.08726646259971647,0.0,0.0,0.12103165474423137,-0.013412717553379423,0.0058107817705502565,859.6684057037478,-328.41520306387287,432.1080458338204,48.424142843900654,-205.42266590658235,384.12087100347196,-8972.36856676119,1351.4979460879943,-522.3420161408711
3.3000000000000003,0.06800600241048249,0.004074156683030312,-0.005233888251143348,0.08726646259971647,0.0,0.0,0.12136343804482361,-0.01351791825715124,0.005955540697009921,680.2281463895335,-301.2103108117964,421.493695151131,-130.28984193545534,-177.51715190202847,372.78352110223767,-8972.012965710712,1360.2446126038244,-530.7175341344703
3.3200000000000003,0.07043615713592288,0.003795148510463062,-0.00513241336974124,0.08726646259971647,0.0,0.0,0.12159537223154666,-0.01361237622624449,0.006096786634853292,500.9485327610082,-273.8504470490401,410.71942325457405,-308.16015950120186,-149.54727698721945,361.32022380163227,-8963.980681426267,1367.9931881378138,-538.7135948278484
3.34,0.07286993253120055,0.0035139178606300673,-0.005028962848515839,0.08726646259971647,0.0,0.0,0.12172766743137498,-0.013696052198017873,0.006234456917841609,321.98064331043145,-246.3556540617331,399.79274485995364,-485.0456779590479,-121.53338769057723,349.73811722203897,-8948.394472528838,1374.7396493653496,-546.3339197310205
3.36,0.07530533705438192,0.0032306739182581972,-0.004923603591065806,0.08726646259971647,0.0,0.0,0.12176061683860533,-0.013768915131516964,0.006368491192688919,143.47335642807104,-218.74604143178505,388.7210913834032,-660.8066712184855,-93.49583769603271,338.04421851655536,-8925.36434411802,1380.480631497403,-553.5826738275233
3.38,0.07774038591778654,0.0029456271370997514,-0.004816401518974445,0.08726646259971647,0.0,0.0,0.12169459548069951,-0.013830942195785132,0.006498831434256427,-34.426473905859666,-191.04177273437497,377.51180260963264,-835.3049224097955,-65.45497398978867,326.24541804246894,-8894.991516696535,1385.2134348705035,-560.4644386885269
3.4,0.08017310271451183,0.0026589890904515565,-0.004707421516219501,0.08726646259971647,0.0,0.0,0.12153005906486147,-0.01388211875210625,0.0066254219581429845,-211.57390416576345,-163.26305211362418,366.1721189138684,-1008.4038265760414,-37.43112293525428,314.3484741503959,-8857.371512995189,1388.9360310375394,-566.9841847882111
3.42,0.08260152102218088,0.002370972320075382,-0.0045967273800417985,0.08726646259971647,0.0,0.0,0.12126754287499447,-0.013922438330227008,0.00674820943072137,-387.82583524577126,-135.43011074751013,354.7091740516355,-1179.968492354875,-9.444576288658482,302.36000859685925,-8812.59655400039,1391.6470683057028,-573.1472431116458
3.44,0.08502368598468557,0.002081790183679674,-0.004484381778325552,0.08726646259971647,0.0,0.0,0.1209076606955143,-0.01395190259861268,0.00686714287667445,-563.0409835223455,-107.5631932133989,343.12998852867963,-1349.8658424117107,18.484422828913523,290.28650258417133,-8760.757413828713,1393.345876705561,-578.9592761477934
3.46,0.08743765587228669,0.0017916567011268592,-0.004370446213520118,0.08726646259971647,0.0,0.0,0.12045110374384535,-0.013970521328796077,0.006982173684089804,-737.079880532542,-79.68254376653975,331.4414635614617,-1517.9647124231294,46.335693989303934,278.13429342932886,-8701.944850509824,1394.0324723429576,-584.4262483608958
3.48,0.08984150362010901,0.0015007863995339934,-0.004254980993111168,0.08726646259971647,0.0,0.0,0.11989863959762105,-0.013978312353885244,0.0070932556071758345,-909.8048946177158,-51.80839254417785,319.65037563672723,-1684.1359484385328,74.0891335294919,265.90957186160387,-8636.250704258691,1393.707561118095,-589.5543962367242
3.5,0.09223331834483117,0.0012093941574373133,-0.00413804520663108,0.08726646259971647,0.0,0.0,0.11925111110589913,-0.01397530152130118,0.0072003447666667475,-1081.0802693153869,-23.960941708546795,307.7633716767024,-1848.2525024720044,101.72472862363912,253.61837994679587,-8563.768734883553,1392.3725417815526,-594.3501980012428
3.52,0.09461120683917645,0.0009176950481932992,-0.004019696709170351,0.08726646259971647,0.0,0.0,0.11850943527628371,-0.013961522639822319,0.0073033996479880715,-1250.772174403252,3.839648457703312,295.7869648145697,-2010.189526194672,129.22257133886336,241.2666096335284,-8484.595254393253,1390.0295083125054,-598.8203431066324
3.54,0.09697329504367636,0.0006259041827901661,-0.003899992111339401,0.08726646259971647,0.0,0.0,0.11767460213187304,-0.013937017421017918,0.007402381097258427,-1418.7487663766472,31.57327348952241,283.72753078282574,-2169.8244626135315,156.56287266069987,228.86000191578205,-8398.829598669761,1386.6812515909548,-602.9717015871995
3.56,0.09931772949506801,0.00033423655224429344,-0.0037789867756004014,0.08726646259971647,0.0,0.0,0.11674767353354513,-0.013901835415157684,0.007497252315207181,-1584.8802558274815,59.21989869681899,271.5913049152619,-2327.0371356346313,183.72597647175732,216.40414660311762,-8306.574472541717,1382.3312603648287,-606.8112933781919
3.58,0.10164267875061839,4.290686975599097e-05,-0.0036567348188731863,0.08726646259971647,0.0,0.0,0.11572978196434791,-0.013856033941689922,0.0075879788490912795,-1749.0389797301373,86.75957312652946,259.3843797612573,-2481.7098374192938,210.69237346938974,203.90448268858063,-8207.936195132788,1376.9837214855236,-610.346257700229
3.6,0.10394633478760174,-0.00024787058720180646,-0.0035332891213006867,0.08726646259971647,0.0,0.0,0.11462212927374846,-0.013799678014385293,0.007674528582697959,-1911.0994770607954,114.17244351486721,247.1127033091467,-2633.7274134496015,237.44271500714024,191.36629930254549,-8103.024866532905,1370.6435194168876,-613.5838226055313
3.62,0.10622691437713394,-0.0005378821346897816,-0.003408701341033993,0.08726646259971647,0.0,0.0,0.11342598538027641,-0.013732840261247766,0.0077568717245231865,-2070.938566506171,141.43876821506237,234.78207781354592,-2782.97734522752,263.95782684486653,178.79473723842676,-7991.954472268776,1363.3162350097577,-616.5312747800385
3.64,0.10848266043153121,-0.0008269148398333768,-0.0032830219348816136,0.08726646259971647,0.0,0.0,0.11214268693171378,-0.013655600839298699,0.007834980794218516,-2228.4354252760786,168.53893108581494,222.39815921953763,-2929.3498305370904,290.2187227932852,166.1947910347397,-7874.842938495385,1355.0081435376285,-619.1959297004146
3.66,0.11071184332435768,-0.0011147566779114877,-0.003156300184651517,0.08726646259971647,0.0,0.0,0.11077363592247276,-0.013568047344343992,0.007908830607401605,-2383.4716682366443,195.4534553257974,209.96645717475567,-3072.7378612050834,316.2066182389032,153.57131159651007,-7751.812148028284,1345.7262119991228,-621.5851022390979
3.68,0.11291276218231827,-0.0014011966888386172,-0.003028584228988329,0.08726646259971647,0.0,0.0,0.10932029826819267,-0.013470274715838084,0.007978398258927833,-2535.9314267399172,222.16301723968263,197.49233561863005,-3213.037298299745,341.90294353515117,140.92900933664038,-7622.987925163648,1335.4780956942618,-623.7060778062812
3.7,0.1150837461481582,-0.0016860251328801668,-0.002899921100503189,0.08726646259971647,0.0,0.0,0.10778420233789743,-0.013362385136962038,0.008043663104722367,-2685.7014266503675,248.64845992124867,184.98101393613916,-3350.1469447115287,367.28935724651876,128.27245781736795,-7488.499995522511,1324.272134078302,-625.5660841245443
3.72,0.1172231556137362,-0.0019690336454448,-0.0027703567679644436,0.08726646259971647,0.0,0.0,0.10616693744430408,-0.013244487930036243,0.008104606742273542,-2832.6710651668254,274.89080683938704,172.4375686618211,-3483.968615063228,392.34775923283524,115.60609786928649,-7348.481925822898,1312.1173459069182,-627.172263715903
3.74,0.11932938342245825,-0.0022500153908024873,-0.002639936183313818,0.08726646259971647,0.0,0.0,0.104470152293073,-0.013116699447391175,0.00816121298988965,-2976.7324861155903,300.87127531313314,159.86693571796457,-3614.4072029008266,417.0603035608003,102.9342421650644,-7203.071047438243,1299.023423687305,-628.5316471928269
3.7600000000000002,0.12140085604026707,-0.002528765214581915,-0.002508703333246487,0.08726646259971647,0.0,0.0,0.10269555339195216,-0.012979142957822312,0.008213467864822065,-3117.780653451387,326.5712898620556,147.27391316939827,-3741.3707451190517,441.4094112315154,90.26108022261977,-7052.408366789837,1285.0007274461234,-629.6511274283148
3.7800000000000002,0.12343603469440767,-0.0028050797949063224,-0.002376701295092598,0.08726646259971647,0.0,0.0,0.10084490342090008,-0.012831948528757686,0.0082613595603581,-3255.713422750924,351.9724954188746,134.663164475604,-3864.770483579024,465.3777827118316,77.5906838124252,-6896.638464976854,1270.0602778409489,-630.5374346897139
3.8000000000000003,0.1254334164792099,-0.0030787577920325317,-0.002243972296712915,0.08726646259971647,0.0,0.0,0.09892001956437896,-0.012675252904268556,0.008304878421987186,-3390.431610521983,377.056770391389,122.03922221953954,-3984.520923878272,488.948410259259,64.92701274137377,-6735.909388552955,1254.2137486257218,-631.1971128032226
3.8200000000000003,0.12739153542815007,-0.003349599996363814,-0.0021105577801177056,0.08726646259971647,0.0,0.0,0.09692277180709918,-0.012509199379055485,0.008344016922743704,-3521.8390611813575,401.80623956138174,109.40649229101948,-4100.539891235966,512.1045900299163,52.27392098532238,-6570.372532968713,1237.473458499636,-631.6364964260032
3.84,0.12930896355148347,-0.003617409474713341,-0.001976498468506449,0.08726646259971647,0.0,0.0,0.09485508119456919,-0.01233393766854351,0.008378769637829237,-3649.8427115791787,426.2032868085722,96.76925850123394,-4212.748583459345,534.8299339602023,39.63516314139801,-6400.182519891064,1219.8523623595236,-631.861689489277
3.86,0.13118431183876167,-0.0038819917147011594,-0.0018418344364099504,0.08726646259971647,0.0,0.0,0.09271891805986665,-0.012149623775221238,0.008409133218616149,-3774.352652966735,450.23056764826384,84.13168760377023,-4321.071620959594,557.10838141255,27.014401169729098,-6225.4970693778205,1201.3640419845813,-631.8785448731852
3.88,0.1330162312255787,-0.004143154767173901,-0.001706605182617782,0.08726646259971647,0.0,0.0,0.09051630021809817,-0.011956419851359557,0.008435106366133075,-3895.2821903206245,473.8710215717119,71.49783469624063,-4425.437093788315,578.9242105775795,14.415211394404622,-6046.476867694469,1182.0226961724018,-631.6926453764801
3.9,0.1348034135239189,-0.0044007093865427414,-0.0015708497055579862,0.08726646259971647,0.0,0.0,0.08824929113005874,-0.011754494058246176,0.008456689804131398,-4012.547898948976,497.1078841789668,58.871648975668506,-4525.776605668316,600.2620496243817,1.8410917320506996,-5863.28543141758,1161.843130362746,-631.3092860286062
3.92,0.13654459231550575,-0.004654469168941363,-0.0014346065807946395,0.08726646259971647,0.0,0.0,0.08591999803663891,-0.011544020422072442,0.008473886251829817,-4126.069678316096,519.9246990943833,46.25697981973156,-4622.025314994821,621.1068875915569,-10.704530883674437,-5676.088968355975,1140.840745770825,-630.7334577968472
3.94,0.1382385438075877,-0.0049042506881118685,-0.0012979140403044376,0.08726646259971647,0.0,0.0,0.08353057006555996,-0.011325178686608905,0.008486700396431906,-4235.770803030677,542.3053296555257,33.65758316512076,-4714.121972786235,641.4440850130632,-23.218292913727083,-5485.056235729053,1119.0315280571212,-629.96983273054
3.96,0.139884087650616,-0.005149873628932623,-0.0011608100531814713,0.08726646259971647,0.0,0.0,0.08108319631204389,-0.011098154162805735,0.008495138865509066,-4341.577970950241,564.2339703669342,21.077128153539668,-4800.0,661.2593842720859,-35.69688649456718,-5290.358395978228,1096.4320355704217,-629.0227505790547
3.98,0.14148008858907835,-0.005391160918522969,-0.0010233324074682137,0.08726646259971647,0.0,0.0,0.07858023247279691,-0.010863137571891963,0.008499210201835876,-4442.976984211736,585.695158110603,8.519204015066814,-4800.0,680.5389196239985,-48.1370516581527,-5069.950663074724,1073.05938718344,-627.8962069236427
4.0,0.1430254957193151,-0.005627938855595555,-0.0008855187946705811,0.08726646259971647,0.03490658503988659,0.0,0.07602938345912423,-0.010620324731852569,0.008498924943508821,-4521.947407137558,606.6737830937906,-4.01267285015215,-4800.0,4015.394803414522,-60.53557004754326,-3948.521146291114,1048.9312491593807,-626.5938432609481
4.0200000000000005,0.14451946688259465,-0.005859608089879991,-0.0007473446579773224,0.08726646259971647,0.03490658503988659,0.0,0.0734417050238312,-0.010304803216000382,0.008494287501978915,-4583.45025116426,966.6737830937906,-16.515051966567277,-4800.0,4032.5127971758216,-72.89472456469306,-3075.1422013351203,18000.0,-625.1189558207564
4.04,0.14596135418906941,-0.006083850651343539,-0.000608532209938506,0.08726646259971647,0.03490658503988659,0.0,0.07082580312743615,-0.009851288928681637,0.008485272239551025,-4631.349194632322,1326.6737830937905,-28.98575103246131,-4800.0,4046.7863690614213,-85.23909305812637,-2394.9471734030794,17999.999999999993,-623.5349532947016
4.0600000000000005,0.14735066175415223,-0.0062979194997452095,-0.00046873175242279075,0.08726646259971647,0.03490658503988659,0.0,0.06818837778511094,-0.009259876676418798,0.008471850582961099,-4668.653303436794,1686.6737830937905,-41.428506861380384,-4800.0,4057.9560197495193,-97.59967690080695,-1865.205440223599,18000.0,-622.1377914459538
4.08,0.14868701235910375,-0.006499070563311617,-0.0003275842609165025,0.08726646259971647,0.03490658503988659,0.0,0.06553464539692759,-0.008530660397856516,0.008453997936169263,-4697.706063955901,2046.6737830937905,-53.85308695310901,-4800.0,4065.7625184705944,-110.00838246430762,-1452.6380259553662,18000.0,-621.2290045864314
4.1,0.14997012123336795,-0.006684562660007321,-0.0001847222435946705,0.08726646259971647,0.03490658503988659,0.0,0.0628686669440446,-0.007663733264564586,0.008431691841812493,-4720.332603520343,2406.6737830937905,-66.27415573561535,-4800.0,4069.9468970906837,-122.49791346638578,-1131.3269782220686,18000.0,-621.0534391253169
4.12,0.15119977565661324,-0.006851657407130952,-3.9770630444024846e-05,0.08726646259971647,0.03490658503988659,0.0,0.06019360359485011,-0.006659187760591305,0.008404910476886828,-4737.954346979955,2760.9768295103277,-78.71036777274378,-4800.0,4070.2504427558524,-135.10166612867044,-881.0871729805967,17715.15232082686,-621.8106018564214
4.14,0.15237581918939647,-0.006997708108316984,0.0001076386750327174,0.08726646259971647,0.03490658503988659,0.0,0.05751191596597419,-0.005530506504580009,0.00837363278933389,-4751.678312223158,3050.576901190124,-91.1836383563545,-4800.0,4066.6306999003373,-147.85242177695375,-686.1982621601783,14480.00358398981,-623.6635291805363
4.16,0.15349813970743664,-0.007120511886150248,0.0002578112576872016,0.08726646259971647,0.03490658503988659,0.0,0.05482551990710254,-0.004304442201130869,0.008337842536335224,-4762.366654294891,3275.3192697524905,-103.71828625163354,-4800.0,4059.2930620910442,-160.77741504137936,-534.4171035866566,11237.118428118332,-626.7323947639518
4.18,0.15456665986722173,-0.007218357547941022,0.0004109799922495938,0.08726646259971647,0.03490658503988659,0.0,0.05213590733774611,-0.003003287355519741,0.00829752718589035,-4770.690826953297,3448.727535343001,-116.33927518803728,-4800.0,4048.4204998541795,-173.89739786965424,-416.20863292027934,8670.41327952552,-631.0494468201866
4.2,0.1555813295348183,-0.007289926964432966,0.0005673176854243955,0.08726646259971647,0.03490658503988659,0.0,0.04944424006415915,-0.0016447109013753736,0.008252675215313917,-4777.173764155522,3581.37446548146,-129.07063728509416,-4800.0,4034.1616593816716,-187.22773274087524,-324.14686011125013,6632.346506922954,-636.5681048528444
4.22,0.15654211987960398,-0.007334213791063069,0.0007269477030620308,0.08726646259971647,0.03490658503988659,0.0,0.04675142283401418,-0.0002427665769965063,0.008203274395893348,-4782.222731361356,3681.527101632239,-141.93448701237386,-4800.0,4016.638770883643,-200.779320807823,-252.44836029169164,5007.631807538951,-643.1924863639849
4.24,0.15744901876763162,-0.0073504599243000065,0.0008899523710343971,0.08726646259971647,0.03490658503988659,0.0,0.04405816023053754,0.001191319163950725,0.00814931083659673,-4786.154910410822,3755.650923004742,-154.95045855013677,-4800.0,3995.9538245565104,-214.55934219694177,-196.6089524732979,3706.1910686251395,-650.7985768881454
4.26,0.1583020271668194,-0.007338105813196271,0.0010563796172662343,0.08726646259971647,0.03490658503988659,0.0,0.041365000980930905,0.002648531540105188,0.008090768551363047,-4789.217325246709,3808.803859724933,-168.1354313489662,-4800.0,3972.193392171246,-228.57184665145135,-153.12074179437332,2657.646836009553,-659.248639941471
4.28,0.1591011563399105,-0.007296751594682472,0.0012262482258376117,0.08726646259971647,0.03490658503988659,0.0,0.03867237246310007,0.004121586484315662,0.008027629380073729,-4791.602360238526,3844.944220173263,-181.50344703843191,-4800.0,3945.4323897771505,-242.81822509660157,-119.25174959083051,1807.0180224165142,-668.4007844732861
4.3,0.15984642565070395,-0.007226126684011692,0.0013995519972671566,0.08726646259971647,0.03490658503988659,0.0,0.03598060757884634,0.0056045549197297866,0.007959873141733166,-4793.459845986547,3867.1713397194353,-195.0657490210251,-4800.0,3915.7370125145076,-257.2975865926413,-92.87428740108226,1111.355977308608,-678.1150991296598
4.32,0.16053786084763155,-0.007126065969692824,0.0015762630480491424,0.08726646259971647,0.03490658503988659,0.0,0.03328996568204915,0.007092569277365281,0.00788747793394673,-4794.906471849875,3877.9136491804547,-208.83089668701248,-4800.0,3883.167022110884,-272.0070602345438,-72.33129316637132,537.1154730509716,-688.2573832993685
4.34,0.16117549271878362,-0.006996491166929877,0.0017563344340150167,0.08726646259971647,0.03490658503988659,0.0,0.03060064887684315,0.00858159428561039,0.007810420518728546,-4796.033116504175,3879.075650126492,-222.80492114357094,-4800.0,3847.7775282206003,-286.9420376203725,-56.332232715021746,58.10004730185483,-698.7012228279226
4.36,0.16175935603586655,-0.0068373961997738935,0.001939702243574537,0.08726646259971647,0.03490658503988659,0.0,0.027912814709897767,0.010068247987832943,0.007728676753461146,-4796.9105570430465,3872.1527745291437,-236.99150012989472,-4800.0,3809.6203739563366,-302.09636835381724,-43.87202694356347,-346.1437798674069,-709.328949316189
4.38,0.16228948872281057,-0.006648835729245117,0.002126287276345451,0.08726646259971647,0.03490658503988659,0.0,0.025226586054362746,0.011549662012350786,0.007642222039323949,-4797.593915275224,3858.3211449102564,-251.39213748606508,-4800.0,3768.7452118760807,-317.46251851993577,-34.16791160889261,-691.5814809443646,-720.0318678085182
4.4,0.16276593119894356,-0.006430916137713531,0.0023159963984400456,0.08726646259971647,0.03490658503988659,0.0,0.022542058806613786,0.013023372516806266,0.007551031769103782,-4798.126120539054,3838.507718316271,-266.0063379784203,-4800.0,3725.200337861528,-333.0317000498165,-26.61026319146913,-990.6713296992621,-730.7100246177597
4.42,0.1631887258577227,-0.006183788430648467,0.0025087236464704787,0.08726646259971647,0.03490658503988659,0.0,0.019859307879531968,0.014487235102932856,0.007455081763043478,-4798.540606572164,3813.445099494983,-280.8317720694078,-4800.0,3679.033335605367,-348.7939772725605,-20.724301655491217,-1253.1309410644099,-741.2717045493764
4.44,0.16355791665065533,-0.005907642634691867,0.00270435113712697,0.08726646259971647,0.03490658503988659,0.0,0.01717839186904517,0.01593935846224824,0.007354348686052599,-4798.863411856739,3783.7143724236957,-295.8644278101442,-4800.0,3630.291572920103,-364.7383556612952,-16.140264228761225,-1486.536353564361,-751.6327870368201
4.46,0.16387354875277405,-0.005602703363086196,0.0029027498271294583,0.08726646259971647,0.03490658503988659,0.0,0.014499356687325413,0.0173780526577976,0.007248810442775074,-4799.114815386474,3749.778567650684,-311.09874876550134,-4800.0,3579.022582086548,-380.85285674743994,-12.570176486769924,-1696.7902386505784,-761.7160477678567
4.48,0.1641356682912889,-0.005269226291431293,0.00310378015882673,0.08726646259971647,0.03490658503988659,0.0,0.01182223839113638,0.01880178884160446,0.0071384465491083566,-4799.310610615931,3712.008811078148,-326.5277580017407,-4800.0,3525.2743494303177,-397.1245823546936,-9.789761472848113,-1888.4878286268076,-771.450461811969
4.5,0.164344322123136,-0.00490749534295674,0.003307292619171509,0.08726646259971647,0.03490658503988659,0.0,0.00914706538328255,0.02020916790659448,0.007023238480110614,-4799.463097623247,3670.7047529109277,-342.1431688571546,-4800.0,3469.095533817898,-413.539770647261,-7.6243503658133704,-2065.202908361016,-780.7705427706935
4.5200000000000005,0.1644995576503443,-0.00451782042641738,0.0035131282338443093,0.08726646259971647,0.03490658503988659,0.0,0.0064738601257492406,0.02159889611813426,0.0069031699950449265,-4799.58185581498,3626.110526226776,-357.9354836085795,-4800.0,3410.535629467798,-430.0838459642291,-5.9379095866461284,-2229.711334207582,-789.6157375712448
4.54,0.1646014226646404,-0.004100535604036865,0.0037211190135861827,0.08726646259971647,0.03490658503988659,0.0,0.0038026404724683625,0.022969766197339953,0.006778227440758187,-4799.67434571528,3578.4272116604593,-373.8940813366602,-4800.0,3349.645085113966,-446.74146399526654,-4.624495014968488,-2384.1657283158384,-797.9298864040345
4.5600000000000005,0.1646499652146578,-0.0036559975937374214,0.00393108836607281,0.08726646259971647,0.03490658503988659,0.0,0.0011334207057713316,0.02432064266203649,0.006648400034796377,-4799.746377644468,3527.822571364775,-390.0072963485492,-4800.0,3286.4753889327353,-463.49655352069317,-3.6015964594298566,-2530.232014784224,-805.6607505944498
4.58,0.1646452334906372,-0.0031845845308441723,0.004142851483729615,0.08726646259971647,0.03490658503988659,0.0,-0.0015337876580013838,0.025650450492067545,0.006513680129702191,-4799.802476729945,3474.4386486881567,-406.2624884867236,-4800.0,3221.079126592387,-480.33235567575144,-2.804954273824478,-2669.1961338309056,-812.7596069087218
4.6000000000000005,0.16458727572269893,-0.002686694930821204,0.004356215715562772,0.08726646259971647,0.03490658503988659,0.0,-0.004198975242743705,0.026958166389497034,0.0063740634598852906,-4799.846167179816,3418.3976997089653,-422.6461065710154,-4800.0,3153.510018180029,-497.23146148875685,-2.1845224935532315,-2802.04744895957,-819.1809042145906
4.62,0.1644761400896848,-0.002162746807385932,0.0045709809292451276,0.08726646259971647,0.03490658503988659,0.0,-0.006862134326965915,0.028242812063552707,0.006229549372341433,-4799.88019367764,3359.806820933278,-439.14374611092603,-4800.0,3083.822938505827,-514.1758482756951,-1.701324891200784,-2929.543938784377,-824.8819769955304
4.64,0.16431187463630215,-0.0016131769103407464,0.004786939868254958,0.08726646259971647,0.03490658503988659,0.0,-0.009523258467382015,0.02950344909466975,0.006080141042352641,-4799.906693806561,3298.7615578768155,-455.74020230264495,-4800.0,3012.0739243042362,-531.1469153417647,-1.3250064460407884,-3052.263152823116,-829.8228095859457
4.66,0.16409452719685458,-0.001038440055268027,0.0050038785077162196,0.08726646259971647,0.03490658503988659,0.0,-0.012182342207607874,0.030739175029300563,0.0059258456751454525,-4799.9273323347,3235.3487170524118,-472.41951920045807,-4800.0,2938.320171085541,-548.1255193343598,-1.0319264069494238,-3170.642041220185,-833.9658448906562
4.68,0.16382414532429612,-0.0004390085233342587,0.00522157641169585,0.08726646259971647,0.03490658503988659,0.0,-0.014839380853201094,0.03194912043320796,0.005766674694330211,-4799.943405797776,3169.6485552736067,-489.1650358316385,-4800.0,2862.6200217912487,-565.092009509075,-0.8036731538140884,-3285.0080889402534,-837.2758315590204
4.7,0.1635007762236782,0.000184628485785522,0.0054398070939893906,0.08726646259971647,0.03490658503988659,0.0,-0.017494370298420717,0.033132446690396875,0.0056026439177989055,-4799.955923948952,3101.7364821937686,-505.95942991165737,-4800.0,2785.0329489384476,-582.0262631027271,-0.6259075587877305,-3395.603653991907,-839.7197040009445
4.72,0.16312446668933456,0.0008319653611285355,0.00565833838387686,0.08726646259971647,0.03490658503988659,0.0,-0.020147306893314443,0.03428834438129365,0.005433773721626389,-4799.965673192665,3031.6843823086806,-522.7847597141742,-4800.0,2705.6195315719606,-598.9077209557528,-0.4874621856743033,-3502.6049942543978,-841.2664901258438
4.74,0.1626952630453471,0.001502480558167115,0.005876932797873824,0.08726646259971647,0.03490658503988659,0.0,-0.022798187342255832,0.03541603211008878,0.005260089192401999,-4799.973265987452,2959.561639445529,-539.6225045591133,-4800.0,2624.441428056954,-615.715423483277,-0.37963973932164663,-3606.137143157571,-841.8872422469519
4.76,0.16221321108900444,0.0021956370551178515,0.00609534791816424,0.08726646259971647,0.03490658503988659,0.0,-0.02544700862701229,0.036514755679535014,0.005081620268316202,-4799.979179321282,2885.435928625693,-556.4536043016163,-4800.0,2541.5613455202338,-632.428047061999,-0.2956666914997186,-3706.285540991803,-841.5549871251528
4.78,0.16167835603708314,0.0029108827941457366,0.006313336778108525,0.08726646259971647,0.03490658503988659,0.0,-0.028093767948949466,0.037583787533670934,0.004898401869239537,-4799.983784676487,2809.373826014964,-573.2584981348455,-4800.0,2457.0430065734845,-649.0239408722196,-0.2302677602529002,-3803.10513053646,-840.2446916614565
4.8,0.1610907424748773,0.0036476511123847556,0.0065306482550129275,0.08726646259971647,0.03490658503988659,0.0,-0.030738462686164945,0.038622426406274245,0.004710474015957928,-4799.9873713666975,2731.4412765974885,-590.0171629590791,-4800.0,2370.951113815419,-665.4811642144693,-0.17933451053977478,-3896.627470873773,-837.933241211681
4.82,0.16045041430797768,0.004405361166612392,0.00674702747016509,0.08726646259971647,0.03490658503988659,0.0,-0.03338109036226853,0.0396299971263974,0.004517881938668203,-4799.990164711857,2651.7039505524313,-606.7091515180106,-4800.0,2283.351312501894,-681.7775243028834,-0.1396672579630831,-3986.866302252861,-834.5994279465742
4.84,0.1597574147168488,0.005183418354568354,0.006962216196002569,0.08726646259971647,0.03490658503988659,0.0,-0.03602164862424615,0.040605850542927716,0.004320676174789014,-4799.992340193072,2570.2275125461356,-623.3136304591958,-4769.077944630457,2194.3101516898455,-697.8906145242499,-0.1087740607545129,-4073.8219003147833,-830.223947059261
4.86,0.15901179953255795,0.00598121473474907,0.0071759532723247865,0.08726646259971647,0.03490658503988659,0.0,-0.03865815614714857,0.04154936356531974,0.004118912510780421,-4793.154341565209,2487.077822864544,-639.809418438429,-4682.437307325236,2103.895043725589,-713.7978509371078,341.89993139316357,-4157.484484079578,-824.7893989616614
4.88,0.15821370912600052,0.006798129441344559,0.007387975054145901,0.08726646259971647,0.03490658503988659,0.0,-0.04128368561406482,0.04245993937654939,0.003912651252332804,-4768.66468506584,2402.3210850960154,-656.1750238690449,-4592.155679716649,2012.174221524977,-729.4765005366223,1224.482824968436,-4237.836888426432,-818.2802715307957
4.9,0.15736345423383602,0.007633529089365939,0.00759801592381848,0.08726646259971647,0.03490658503988659,0.0,-0.04388933612892149,0.043337007684128286,0.0037019562475292143,-4729.6224099568635,2316.0239516987103,-672.388680573348,-4498.3666960450955,1919.216696195484,-744.9037112278952,1952.1137554488178,-4314.856669865253,-810.6828352151524
4.92,0.15646150670085213,0.008486768178368805,0.007805808843246886,0.08726646259971647,0.03490658503988659,0.0,-0.04646774499081639,0.044180024794919,0.003486894903202004,-4678.470633393372,2228.2535968437487,-688.4283821780891,-4401.19636289657,1825.0922175229402,-760.0565617950529,2557.5888281745847,-4388.517742748081,-801.985080237057
