time,phi,theta,psi,phi_ref,theta_ref,psi_ref,p,q,r,mx,my,mz,mx_cmd,my_cmd,mz_cmd,mx_rate,my_rate,mz_rate
0.26,0.01679781090039789,-0.013476183522848342,0.00849115653735355,0.0,0.0,0.0,-0.0062250771945331915,0.004565307675988267,-0.002309760370722477,-1140.2707664955954,1212.0695980427765,-722.7490969610549,-1131.6289198969835,1209.47516569277,-726.0930422448987,-109.08647002570433,182.9355208472066,-156.70797414773006
0.28,0.016667659181605288,-0.013379446830769892,0.008444215066534255,0.0,0.0,0.0,-0.006852863476209068,0.005028389622493994,-0.002545176760667869,-1138.3592642938515,1211.495731902858,-723.4887489208113,-1114.4106676229676,1193.107409774469,-717.9839394370631,95.57511008719075,-28.69330699592183,-36.982597987821464
0.3,0.01652503008150541,-0.013273387741498133,0.00839270755688748,0.0,0.0,0.0,-0.007478108671975217,0.005490279225117597,-0.00278032157767671,-1133.0620405185045,1207.4283930727017,-722.2711323699627,-1096.3258074686992,1175.872507453019,-709.4683740882075,264.86118876734963,-203.36694150781796,60.88082754242805
0.32,0.01636999058520372,-0.013158044836865123,0.008336640924420102,0.0,0.0,0.0,-0.00809909471601588,0.0059497531305828496,-0.003014609180496777,-1124.9363014698904,1200.4485023570198,-719.4392722617424,-1077.4006381844692,1157.7930859781516,-700.5566317196124,406.2869524307075,-348.9945357840952,141.5930054110163
0.34,0.016202638908250133,-0.013033479424613975,0.008276032070083872,0.0,0.0,0.0,-0.008714380382046966,0.006405787280797327,-0.0032475542989038385,-1114.4218212607616,1191.0134908239986,-715.2625944465154,-1057.6602466184224,1138.890842485958,-691.2582403756352,525.7240104564403,-471.75057665106124,208.83389076134904
0.36,0.01602309959363879,-0.012899771952583294,0.008210906177924748,0.0,0.0,0.0,-0.009322743295804011,0.006857514721925601,-0.003478750611682117,-1101.8666487446583,1179.484408940633,-709.9530376134545,-1037.1288795444427,1119.1868573055556,-681.5821709204724,627.7586258051656,-576.4540941682753,265.4778416530462
0.38,0.015831519631594126,-0.012757019176191955,0.00814129538098518,0.0,0.0,0.0,-0.009923134646336594,0.00730419267916449,-0.00370785401531007,-1087.5472105377746,1166.1471087010384,-703.6776457131025,-1015.8302303955696,1098.7018352111784,-671.53699303605,715.971910344183,-666.8650119797348,313.769595017601
0.4,0.01562806537804562,-0.012605331913680084,0.00806723771446638,0.0,0.0,0.0,-0.010514643827587941,0.007745176871182792,-0.00393456955870841,-1071.684030848117,1151.2287938129004,-696.5684095496724,-993.7876593744353,1077.4562902962946,-661.1309965832854,793.1589844828864,-745.9157444068978,355.46180817150344
0.42,0.015412920096564697,-0.012444833259759263,0.007988776293236466,0.0,0.0,0.0,-0.011096470844801162,0.008179901480903579,-0.004158641243170608,-1054.4540229000809,1134.9109500174793,-688.7299583417753,-971.0243613926438,1055.4706867231293,-650.3722858789669,861.5003974018009,-815.892189771057,391.92256039485756
0.44,0.015186281986752093,-0.012275657156614907,0.007905958664517598,0.0,0.0,0.0,-0.011667904791983189,0.008607863545282268,-0.004379844061488384,-1036.0000987482895,1117.3394464665319,-680.2455708292498,-947.5634931463607,1032.7655449265228,-639.2688527920254,922.6962075895699,-878.5751775473727,424.21937562627363
0.46,0.014948362591954645,-0.01209794724331422,0.007818836297315723,0.0,0.0,0.0,-0.01222830707559398,0.009028610797106203,-0.004597977786981414,-1016.4386815912222,1098.6324262528483,-671.1818729430864,-923.4282681758095,1009.3615207597081,-627.8286332732217,978.070857853362,-935.3510106841782,453.1848943081684
0.48,0.014699385502573215,-0.011911855921953794,0.007727464178548082,0.0,0.0,0.0,-0.012777098348196363,0.009441732203131409,-0.0048128621299845615,-995.8655774519732,1078.8864691296098,-661.5925088950157,-898.642026832817,985.2794634370705,-616.0595509245823,1028.655206962452,-987.297856161922,479.4682024035353
0.5,0.014439585289509171,-0.011717543592387008,0.007631900492373056,0.0,0.0,0.0,-0.01331374834150934,0.009846850607989788,-0.005024332962857466,-974.360563569904,1058.1814039056253,-651.5210098908134,-873.2282865757936,960.5404568529309,-603.9695504264268,1075.2506941034596,-1035.2532611992274,503.57495021011687
0.52,0.01416920661660237,-0.011515178017927423,0.00753220636435703,0.0,0.0,0.0,-0.013837767964848426,0.010243617022335283,-0.005232239379856135,-951.9909730043122,1036.584065519458,-641.0030357026459,-847.2107768347653,935.16584785689,-591.5666230245065,1118.4795282795903,-1079.8669193083697,525.898709408375
0.54,0.013888503492095694,-0.011304933792674662,0.007428445656102234,0.0,0.0,0.0,-0.014348703173021532,0.01063170619453504,-0.005436441409227005,-928.8144940664192,1014.151227335306,-630.068126062413,-820.6134617681208,909.1772642888054,-578.8588257969554,1158.8239468946483,-1121.6419092075967,546.7454820116473
0.56,0.013597738627915579,-0.011086991887557726,0.007320684799097865,0.0,0.0,0.0,-0.01484613021575523,0.01101081318401361,-0.00563680823476353,-904.8813555746569,990.931888829415,-618.741068923618,-793.4605535129813,882.5966249657586,-565.8542960452097,1196.6569245881146,-1160.966925294548,566.3528569397499
0.58,0.013297182882404002,-0.010861539257230636,0.007208992658993552,0.0,0.0,0.0,-0.015329651965206446,0.011380650715940141,-0.005833216815236767,-880.236031681132,966.969059468948,-607.0429692586184,-765.7765179680075,855.4461433398402,-552.561261858013,1232.266194676248,-1198.1414680233513,584.9049832499759
0.6,0.01298711476748693,-0.010628768493894577,0.007093440423405095,0.0,0.0,0.0,-0.015798895084193642,0.01174094714507349,-0.006025550814476218,-854.9185708842348,942.3011488212499,-594.9920837837775,-737.5860747066383,827.748326171327,-538.988049667601,1265.8730398448597,-1233.3955323849068,602.5442737420462
0.62,0.012667820005454633,-0.01038887751719971,0.006974101507859487,0.0,0.0,0.0,-0.016253507849468045,0.01209144489418908,-0.006213699773921732,-828.9656310558895,916.9630488894065,-582.6044727219474,-708.914192274383,799.5259682740347,-525.1430894376452,1297.646991417264,-1266.9049965921658,619.3805530915029
0.64,0.012339591123803562,-0.010142069291786392,0.006851051475644354,0.0,0.0,0.0,-0.016693158484774526,0.012431899261902387,-0.006397558474353285,-802.4112844894723,890.9869758821978,-569.8945085482223,-679.7860798541749,770.8021441602003,-511.0349179811626,1327.7173283208583,-1298.8036503604349,635.4982086862549
0.66,0.012002727079154951,-0.0098885515659066,0.006724367968250267,0.0,0.0,0.0,-0.017117533890075868,0.012762077517672875,-0.006577026445141048,-775.2876430344969,864.4031239436896,-556.8752729393951,-650.2271760732082,741.6001972371785,-496.6721807976967,1356.1820727487714,-1329.1925969254123,650.9617804413608
