time,controller,velocity,velocity_ref,velocity_ref_modified,altitude,altitude_ref,altitude_ref_modified,gamma,alpha,theta,pitch_rate,elevator,elevator_rate,delta_cmd,alpha_cmd,throttle_cmd,throttle_actual,throttle_rate,qbar,heat_proxy,inlet_margin,inlet_margin_active,propulsion_limit_active,alpha_limit_margin
5.92,1.0,1732.005806657134,1760.0,1625.0,29043.14463203743,30000.0,30350.0,-0.01570061171675262,0.10469893995566575,0.08899832823891318,0.011406132882397158,-0.06773796350180843,0.014875577029406072,-0.0663445918845932,0.1832595714594046,0.4268383961580996,0.4329583961580996,-0.007946216865185873,32535.74008547892,55096.819118574065,0.272,1.0,1.0,0.07856063150373886
5.96,1.0,1732.2711928653819,1760.0,1625.0,29042.05630897189,30000.0,30350.0,-0.01571609327670835,0.10517788446442326,0.08946179118771497,0.0117615292142528,-0.06710034609350143,0.014787037728476326,-0.06571915684397135,0.1832595714594046,0.42652054748349216,0.4326405474834922,-0.007946216865185873,32550.631263334235,55126.31577209785,0.272,1.0,1.0,0.07808168699498134
6.0,1.0,1732.5361803220194,1760.0,1625.0,29040.96678421601,30000.0,30350.0,-0.01573048550332558,0.10566920711531841,0.08993872161199287,0.01207948023144177,-0.06646748851549654,0.014662080896498309,-0.06510180547620953,0.1832595714594046,0.42620269880888473,0.43232269880888474,-0.007946216865185873,32565.518173025037,55155.79085299908,0.272,1.0,1.0,0.0775903643440862
6.04,1.0,1732.8007647954907,1760.0,1625.0,29039.876133930073,30000.0,30350.0,-0.015743767668472023,0.10617138774289187,0.09042762007441989,0.01235991941549977,-0.06584093008249936,0.014501752892460109,-0.0644939709231318,0.1832595714594046,0.4258848501342773,0.4320048501342773,-0.007946216865185873,32580.400306057894,55185.24363230717,0.272,1.0,1.0,0.07708818371651274
6.08,1.0,1733.0649424121655,1760.0,1625.0,29038.784435642305,30000.0,30350.0,-0.015755922124605824,0.10668290856647335,0.09092698644186757,0.01260287824523773,-0.06522216323399896,0.01430717138468091,-0.06389703317397308,0.1832595714594046,0.42556700145966986,0.4316870014596699,-0.007946216865185873,32595.277160384612,55214.67340879669,0.272,1.0,1.0,0.07657666289293126
6.12,1.0,1733.3287096637844,1760.0,1625.0,29037.691768036282,30000.0,30350.0,-0.01576693429001326,0.10720225805707956,0.09143532376706635,0.012808484252474182,-0.0646126305774466,0.014079521106952276,-0.06331231651885241,0.1832595714594046,0.4252491527850624,0.43136915278506244,-0.007946216865185873,32610.14824165208,55244.07951056842,0.272,1.0,1.0,0.07605731340232505
6.16,1.0,1733.5920634141894,1760.0,1625.0,29036.598210739467,30000.0,30350.0,-0.01577679262642349,0.1077279347146505,0.09195114208822706,0.012976958865681785,-0.06401372211651062,0.013820049518542033,-0.06274108719501921,0.1832595714594046,0.424931304110455,0.431051304110455,-0.007946216865185873,32625.013064423492,55273.461296561705,0.272,1.0,1.0,0.0755316367447541
6.2,1.0,1733.8550009052685,1760.0,1625.0,29035.503844113362,30000.0,30350.0,-0.015785488609199975,0.10825845074752666,0.09247296213832673,0.013108615050928698,-0.06342677266820371,0.013530062381060987,-0.06218455122844474,0.1832595714594046,0.42461345543584755,0.43073345543584757,-0.007946216865185873,32639.871153365497,55302.818157989444,0.272,1.0,1.0,0.07500112071187795
6.24,1.0,1734.1175197620494,1760.0,1625.0,29034.408749045848,30000.0,30350.0,-0.0157930166903237,0.10879233564646787,0.09299931895614422,0.013203854759857945,-0.06285305947212007,0.013210919265173728,-0.06164385247277562,0.1832595714594046,0.4242956067612401,0.43041560676124013,-0.007946216865185873,32654.722044396913,55332.149519687206,0.272,1.0,1.0,0.07446723581293674
6.28,1.0,1734.3796179968792,1760.0,1625.0,29033.313006746135,30000.0,30350.0,-0.01579937425439815,0.10932813964592578,0.09352876539152767,0.013263166194779215,-0.06229379999446223,0.012864029000104285,-0.0611200708471153,0.1832595714594046,0.4239777580866327,0.4300977580866327,-0.007946216865185873,32669.56528579367,55361.454841367995,0.272,1.0,1.0,0.07393143181347883
6.32,1.0,1734.641294012633,1760.0,1625.0,29032.216698542874,30000.0,30350.0,-0.015804561567919817,0.10986443706570476,0.09405987549778498,0.013287120901247217,-0.061750149928982215,0.012490845078816256,-0.06061422077355528,0.1832595714594046,0.42365990941202525,0.42977990941202526,-0.007946216865185873,32684.40043924606,55390.733618775324,0.272,1.0,1.0,0.07339513439369985
6.36,1.0,1734.9025466048947,1760.0,1625.0,29031.11990568583,30000.0,30350.0,-0.015808581722071172,0.11039982952657977,0.09459124780450864,0.013276370698768612,-0.0612232013964103,0.01209286103163732,-0.06012724981483913,0.1832595714594046,0.4233420607374178,0.42946206073741783,-0.007946216865185873,32699.22708086353,55419.9853847271,0.272,1.0,1.0,0.07285974193282484
6.4,1.0,1735.1633749630676,1760.0,1625.0,29030.02270915161,30000.0,30350.0,-0.015811440569305054,0.11093294903388204,0.09512150846457702,0.013231644460515229,-0.06071398134339888,0.011671605780966834,-0.0596600375120128,0.1832595714594046,0.4230242120628104,0.4291442120628104,-0.007946216865185873,32714.044802123615,55449.20971004396,0.272,1.0,1.0,0.07232662242552257
6.44,1.0,1735.4237786703675,1760.0,1625.0,29028.92518945384,30000.0,30350.0,-0.015813146654000746,0.1114624609235141,0.0956493142695134,0.013153744753124844,-0.06022345014146965,0.011228638989534438,-0.05921339442139431,0.1832595714594046,0.42270636338820294,0.42882636338820296,-0.007946216865185873,32728.853210760848,55478.406204355815,0.272,1.0,1.0,0.07179711053589051
6.48,1.0,1735.6837577026683,1760.0,1625.0,29027.827426458218,30000.0,30350.0,-0.015813711137482252,0.11198706666531283,0.09617335552783063,0.013043544347842056,-0.059752500385920976,0.010765546414484682,-0.05878806134968651,0.1832595714594046,0.4223885147135955,0.4285085147135955,-0.007946216865185873,32743.651931592416,55507.57451678148,0.272,1.0,1.0,0.07127250479409178
6.5200000000000005,1.0,1735.9433124261711,1760.0,1625.0,29026.729499202836,30000.0,30350.0,-0.015813147717698716,0.11250550651914133,0.09669235880144267,0.012901982614390881,-0.05930195589413029,0.01028393527932998,-0.05838470878555892,0.1832595714594046,0.4220706660389881,0.4281906660389881,-0.007946216865185873,32758.440607277964,55536.71433647705,0.272,1.0,1.0,0.07075406494026328
6.5600000000000005,1.0,1736.2024435938754,1760.0,1625.0,29025.63148572409,30000.0,30350.0,-0.01581147254387528,0.11301656203955691,0.09720508949568168,0.012730061809077604,-0.058872570902175146,0.009785429675562455,-0.05800393652553949,0.1832595714594046,0.42175281736438064,0.42787281736438065,-0.007946216865185873,32773.21889901056,55565.825393049025,0.272,1.0,1.0,0.0702430094198477
6.6000000000000005,1.0,1736.4611523408428,1760.0,1625.0,29024.5334628886,30000.0,30350.0,-0.015808704126450218,0.11351905842537145,0.09771035429892129,0.012528843268697597,-0.0584650294581962,0.009271666005437747,-0.057646273491587706,0.1832595714594046,0.4214349686897732,0.4275549686897732,-0.007946216865185873,32787.98648713667,55594.907456829445,0.2715837057927208,1.0,1.0,0.06974051303403316
6.640000000000001,1.0,1736.7194401782472,1760.0,1625.0,29023.43550623139,30000.0,30350.0,-0.015804863242620593,0.11401186671089081,0.09820700346827027,0.012299443521863237,-0.05807994501043869,0.008744288477125132,-0.057312177737263756,0.1832595714594046,0.42111712001516577,0.4272371200151658,-0.007946216865185873,32802.74307170343,55623.960339010984,0.26876012230578705,1.0,1.0,0.0692477047485138
6.68,1.0,1736.9773089862156,1760.0,1625.0,29022.337689800675,30000.0,30350.0,-0.01579997283782438,0.11449390579609046,0.09869393295826615,0.012043030329382434,-0.05771786018743587,0.008204944663095789,-0.057002036638970084,0.1832595714594046,0.42079927134055833,0.42691927134055835,-0.007946216865185873,32817.48837293174,55652.98389164078,0.26599824179155834,1.0,1.0,0.06876566566331414
6.72,1.0,1737.2347610054708,1760.0,1625.0,29021.24008600952,30000.0,30350.0,-0.015794057923491474,0.11496414431345431,0.09917008638996289,0.011760818665298772,-0.057379246767339305,0.0076552811322613806,-0.056716167268318865,0.1832595714594046,0.4204814226659509,0.4266014226659509,-0.007946216865185873,32832.22213161399,55681.978007472455,0.2633039735506146,1.0,1.0,0.0682954271459503
6.76,1.0,1737.4917988277978,1760.0,1625.0,29020.14276549461,30000.0,30350.0,-0.01578714547139969,0.11542160232967029,0.09963445685827065,0.011454066650155598,-0.05706450583295894,0.007096939165996272,-0.05645481694127462,0.1832595714594046,0.42016357399134346,0.4262835739913435,-0.007946216865185873,32846.94410943617,55710.94261967723,0.2606829321872543,1.0,1.0,0.06783796912973432
6.8,1.0,1737.7484253853577,1760.0,1625.0,29019.045796982406,30000.0,30350.0,-0.015779264304974606,0.11586535288084085,0.10008608857586629,0.011124071447968103,-0.05677396810864999,0.006531550567777925,-0.0562181639393352,0.1832595714594046,0.41984572531673603,0.42596572531673604,-0.007946216865185873,32861.65408922371,55739.87770141517,0.25814042881338656,1.0,1.0,0.06739421857856376
6.84,1.0,1738.0046439388886,1760.0,1625.0,29017.949247162833,30000.0,30350.0,-0.0157704449878738,0.11629452334032474,0.10052407835245097,0.010772165138280162,-0.05650789447477618,0.005960733575762916,-0.05600631839764776,0.1832595714594046,0.4195278766421286,0.4256478766421286,-0.007946216865185873,32876.351875111526,55768.783265268794,0.25568146321137486,1.0,1.0,0.06696504811907987
6.88,1.0,1738.2604580648326,1760.0,1625.0,29016.853180570746,30000.0,30350.0,-0.015760719710196942,0.11670829661878025,0.10094757690858334,0.010399710574547267,-0.056266476655089055,0.005386088887180889,-0.055819323354609804,0.1832595714594046,0.41921002796752116,0.4253300279675212,-0.007946216865185873,32891.03729263871,55797.65936254218,0.2533107169582956,1.0,1.0,0.06655127484062436
6.92,1.0,1738.51587164144,1760.0,1625.0,29015.7576594753,30000.0,30350.0,-0.01575012217266303,0.1171059121964264,0.1013557900237634,0.010008097239924057,-0.05604983807199316,0.004809195802974099,-0.055657155957179426,0.1832595714594046,0.4188921792929137,0.42501217929291374,-0.007946216865185873,32905.71018876882,55826.506082429245,0.2510325475115176,1.0,1.0,0.06615365926297821
6.96,1.0,1738.770888833906,1760.0,1625.0,29014.662743777364,30000.0,30350.0,-0.015738687469095278,0.11748666698797683,0.10174797951888158,0.009598737111345589,-0.05585803486431626,0.004231608500643966,-0.05551972881581384,0.1832595714594046,0.4185743306183063,0.4246943306183063,-0.007946216865185873,32920.370431837,55855.323551055495,0.24885098325299526,1.0,1.0,0.06577290447142778
7.0,1.0,1739.0255140786028,1760.0,1625.0,29013.568490915106,30000.0,30350.0,-0.015726451967552072,0.11784991604113104,0.102123464073579,0.00917306054257658,-0.055691057061874,0.0036548524427860896,-0.055406891502671834,0.1832595714594046,0.41825648194369885,0.42437648194369887,-0.007946216865185873,32935.01791142574,55884.11193039901,0.24676971948720927,1.0,1.0,0.06540965541827357
7.04,1.0,1739.2797520664742,1760.0,1625.0,29012.474955777838,30000.0,30350.0,-0.015713453190439982,0.1181950730699267,0.10248161987948676,0.00873251217666338,-0.05554882991080931,0.003080420928302813,-0.05531843218645468,0.1832595714594046,0.4179386332690914,0.42405863326909143,-0.007946216865185873,32949.65253817102,55912.87141709588,0.24479211538528262,1.0,1.0,0.0650644983894779
7.08,1.0,1739.5336077256654,1760.0,1625.0,29011.38219062817,30000.0,30350.0,-0.01569972969394107,0.11852161082466584,0.10282188113072481,0.008278546897960362,-0.05543121534339941,0.0025097717927772224,-0.05525407939702025,0.1832595714594046,0.417620784594484,0.423740784594484,-0.007946216865185873,32964.27424350114,55941.602241136716,0.24292119186545957,1.0,1.0,0.06473796063473877
7.12,1.0,1739.7870862034656,1760.0,1625.0,29010.290245032545,30000.0,30350.0,-0.015685320947082516,0.11882906130052434,0.10314374035344187,0.007812625833616997,-0.055338013585757614,0.001944324263986108,-0.055213503912688956,0.1832595714594046,0.41730293591987655,0.42342293591987656,-0.007946216865185873,32978.88297931093,55970.30466446162,0.24115963039786148,1.0,1.0,0.06443051015888027
7.16,1.0,1740.0401928476442,1760.0,1625.0,29009.199165800153,30000.0,30350.0,-0.01567026721077141,0.11911701578733862,0.10344674857656726,0.007336212414105069,-0.05526896489661359,0.0013854559780058372,-0.055196320762966024,0.1832595714594046,0.4169850872452691,0.42310508724526913,-0.007946216865185873,32993.478717574166,55998.97897946064,0.23950977271923007,1.0,1.0,0.06414255567206599
7.2,1.0,1740.292933187266,1760.0,1625.0,29008.10899693023,30000.0,30350.0,-0.015654609417111703,0.11938512476343392,0.10373051534632226,0.006850768502038669,-0.05522375143013483,0.000834500160842147,-0.0552020913392329,0.1832595714594046,0.4166672385706617,0.4227872385706617,-0.007946216865185873,33008.061449896784,56027.625507387755,0.23797362144124662,1.0,1.0,0.06387444669597069
7.24,1.0,1740.5453129130692,1760.0,1625.0,29007.019779567727,30000.0,30350.0,-0.015638389049313684,0.11963309763671565,0.103994708587402,0.006357750598193766,-0.055201999215553556,0.0002927429799911591,-0.05523032560581305,0.1832595714594046,0.41634938989605424,0.42246938989605426,-0.007946216865185873,33022.63118701473,56056.24459669644,0.2365528415339691,1.0,1.0,0.06362647382268896
7.28,1.0,1740.7973378574989,1760.0,1625.0,29005.9315519673,30000.0,30350.0,-0.015621648022499013,0.11986070233658652,0.10423905431408753,0.005858606133270799,-0.0552032802461878,-0.00023857893019778157,-0.0552804844036918,0.1832595714594046,0.4160315412214468,0.4221515412214468,-0.007946216865185873,33037.187958239585,56084.836621305956,0.23524876266397482,1.0,1.0,0.06339886912281809
7.32,1.0,1741.0490139744836,1760.0,1625.0,29004.844349465555,30000.0,30350.0,-0.015604428565696434,0.12006776476057894,0.10446333619488253,0.005354769853563903,-0.05522711467029269,-0.000758280766018738,-0.05535198183906636,0.1832595714594046,0.4157136925468394,0.4218336925468394,-0.007946216865185873,33051.731810855206,56113.40197880624,0.23406238236492344,1.0,1.0,0.06319180669882567
7.36,1.0,1741.3003473190456,1760.0,1625.0,29003.75820446145,30000.0,30350.0,-0.015586773105314627,0.12025416807990166,0.10466739497458706,0.00484766030830559,-0.055272973076048025,-0.0012652316719477567,-0.055444187748823794,0.1832595714594046,0.41539584387223194,0.42151584387223195,-0.007946216865185873,33066.26280947001,56141.94108861133,0.23299437001648127,1.0,1.0,0.06300540337950294
7.4,1.0,1741.551344026836,1760.0,1625.0,29002.673146404777,30000.0,30350.0,-0.015568724150369473,0.12041985190839358,0.10485112775802413,0.00433867644604709,-0.05534027886288118,-0.0017583566759511744,-0.05555643023498564,0.1832595714594046,0.4150779951976245,0.4211979951976245,-0.007946216865185873,33080.781035327476,56170.45439006921,0.23204507160586568,1.0,1.0,0.06283971955101103
7.44,1.0,1741.8020102936846,1760.0,1625.0,29001.58920179258,30000.0,30350.0,-0.015550324179733246,0.12056481133965355,0.10501448715992033,0.0038291943270136377,-0.05542841069124015,-0.002236638440803425,-0.05568799826012384,0.1832595714594046,0.41476014652301707,0.4208801465230171,-0.007946216865185873,33095.28658557986,56198.94234053843,0.23121451524468434,1.0,1.0,0.06269476011975106
7.48,1.0,1742.0523523552522,1760.0,1625.0,29000.506394173357,30000.0,30350.0,-0.015531615531662938,0.12068909585737388,0.10515748032571097,0.0033205639579419544,-0.0555367050028694,-0.0026991188301847538,-0.05583814429573843,0.1832595714594046,0.41444229784840964,0.42056229784840965,-0.007946216865185873,33109.77957252825,56227.40541343937,0.23050241741226496,1.0,1.0,0.06257047560203073
7.5200000000000005,1.0,1742.3023764668721,1760.0,1625.0,28999.4247441589,30000.0,30350.0,-0.01551264029585413,0.12079280812414578,0.10528016782829168,0.002814106255465516,-0.055664458603601974,-0.0031449002888389544,-0.05600608701559602,0.1832595714594046,0.4141244491738022,0.4202444491738022,-0.007946216865185873,33124.2601228334,56255.8440962899,0.2299081898952885,1.0,1.0,0.06246676333525883
7.5600000000000005,1.0,1742.552088883666,1760.0,1625.0,28998.344269443605,30000.0,30350.0,-0.015493440208255622,0.12087610265422759,0.105382662445972,0.0023111101436631776,-0.05581093130066331,-0.003573147036580305,-0.05619101402605797,0.1832595714594046,0.41380660049919477,0.4199266004991948,-0.007946216865185873,33138.72837670086,56284.25888873383,0.22943094739226716,1.0,1.0,0.06238346880517702
7.6000000000000005,1.0,1742.8014958410133,1760.0,1625.0,28997.264984831032,30000.0,30350.0,-0.015474056548868314,0.1209391843759702,0.10546512782710192,0.0018128297909297828,-0.05597534858648649,-0.0039830860764446295,-0.05639208462547613,0.1832595714594046,0.41348875182458733,0.41960875182458734,-0.007946216865185873,33153.18448704471,56312.650300570764,0.2290695157502401,1.0,1.0,0.0623203870834344
7.640000000000001,1.0,1743.050603535453,1760.0,1625.0,28996.186902267506,30000.0,30350.0,-0.015454530042739868,0.12098230708977954,0.1055277770470397,0.0013204819908648315,-0.05615690436106392,-0.004374008017757144,-0.056608432584805336,0.1832595714594046,0.4131709031499799,0.4192909031499799,-0.007946216865185873,33167.62861863343,56341.018849796186,0.22882244079999758,1.0,1.0,0.062277264369625066
7.68,1.0,1743.299418106092,1760.0,1625.0,28995.11003088257,30000.0,30350.0,-0.015434900764354277,0.12100577182766173,0.10557087106330747,0.0008352436914084728,-0.056354763684906155,-0.004745267715379306,-0.056839168941671035,0.1832595714594046,0.41285305447537246,0.4189730544753725,-0.007946216865185873,33182.06094722183,56369.36506065883,0.22868799775519455,1.0,1.0,0.06225379963174288
7.72,1.0,1743.5479456165874,1760.0,1625.0,28994.034377036016,30000.0,30350.0,-0.015415208045602775,0.12100992512054401,0.10559471707494125,0.0003582496759843671,-0.05656806555474523,-0.005096284726856334,-0.057083384800239854,0.1832595714594046,0.412535205800765,0.41865520580076504,-0.007946216865185873,33196.481658672776,56397.68946174434,0.2286642011398709,1.0,1.0,0.0622496463388606
7.76,1.0,1743.79619203777,1760.0,1625.0,28992.959944371243,30000.0,30350.0,-0.015395490387509665,0.12099515717969231,0.10559966679218266,-0.0001094096000623456,-0.0567959256942057,-0.005426543589646497,-0.05734015412936771,0.1832595714594046,0.4122173571261576,0.4183373571261576,-0.007946216865185873,33210.890948072134,56425.99258409142,0.22874881520816104,1.0,1.0,0.0622644142797123
7.8,1.0,1744.0441632309664,1760.0,1625.0,28991.886733874708,30000.0,30350.0,-0.015375785375873417,0.12096189999865539,0.10558611462278199,-0.0005666900149153414,-0.05703743935177173,-0.005735593921045959,-0.057608536551645245,0.1832595714594046,0.41189950845155016,0.41801950845155017,-0.007946216865185873,33225.28901884065,56454.274959348084,0.22893936481935284,1.0,1.0,0.062297671460749215
7.84,1.0,1744.2918649320757,1760.0,1625.0,28990.814743941173,30000.0,30350.0,-0.0153561296009701,0.12091062538225535,0.10555449578128526,-0.001012595625279679,-0.05729168409850237,-0.006023050343851196,-0.057887580116122744,0.1832595714594046,0.4115816597769427,0.41770165977694274,-0.007946216865185873,33239.67608184564,56482.53711797406,0.2292331467309403,1.0,1.0,0.06234894607714926
7.88,1.0,1744.5393027364491,1760.0,1625.0,28989.743970444462,30000.0,30350.0,-0.015336558581452726,0.12084184290921539,0.10550528432776267,-0.001446180349039027,-0.05755772261808843,-0.006288592241210863,-0.05817632404767437,0.1832595714594046,0.4112638111023353,0.4173838111023353,-0.007946216865185873,33254.052354516265,56510.77958749575,0.22962724127190653,1.0,1.0,0.06241772855018922
7.92,1.0,1744.786482084617,1760.0,1625.0,28988.67440681345,30000.0,30350.0,-0.015317106692566512,0.12075609783506784,0.10543899114250134,-0.0018665494841648958,-0.05783460548200333,-0.006531963344507303,-0.05847380146615557,0.1832595714594046,0.41094596242772785,0.41706596242772787,-0.007946216865185873,33268.41805996483,56539.00289081882,0.2301185243581756,1.0,1.0,0.06250347362433677
7.96,1.0,1745.0334082488994,1760.0,1625.0,28987.606044112974,30000.0,30350.0,-0.015297807098786384,0.12065396894201913,0.10535616184323275,-0.0022728610629255057,-0.058121373902675,-0.00675297115848302,-0.05877904206871589,0.1832595714594046,0.4106281137531204,0.41674811375312043,-0.007946216865185873,33282.77342611729,56567.20754460378,0.23070367981197898,1.0,1.0,0.06260560251738548
8.0,1.0,1745.2800863209322,1760.0,1625.0,28986.538871129345,30000.0,30350.0,-0.015278691690969433,0.12053606634246357,0.10525737465149415,-0.002664327040896433,-0.05841706245779681,-0.006951486228183968,-0.05909107476885189,0.1832595714594046,0.410310265078513,0.416430265078513,-0.007946216865185873,33297.11868485551,56595.39405770884,0.2313792119467945,1.0,1.0,0.06272350511694104
8.040000000000001,1.0,1745.526521200139,1760.0,1625.0,28985.472874460185,30000.0,30350.0,-0.015259791028101294,0.1204030292428355,0.10514323821473422,-0.003040214320722759,-0.05872070177910085,-0.0071274412526309,-0.05940893028601941,0.1832595714594046,0.40999241640390555,0.41611241640390556,-0.007946216865185873,33311.45407117369,56623.56292970404,0.2321414583795295,1.0,1.0,0.06285654221656911
8.08,1.0,1745.772717583163,1760.0,1625.0,28984.40803860821,30000.0,30350.0,-0.015241134283701835,0.12025552367446823,0.1050143893907664,-0.0033998456110220458,-0.05903132119913635,-0.007280830050441312,-0.05973164367987293,0.1832595714594046,0.4096745677292981,0.4157945677292981,-0.007946216865185873,33325.77982235139,56651.71464946023,0.23298660303174173,1.0,1.0,0.06300404778493637
8.120000000000001,1.0,1746.0186799542776,1760.0,1625.0,28983.344346078688,30000.0,30350.0,-0.01522274919694198,0.12009424019809123,0.10487149100114926,-0.003742600121248044,-0.05934795134982885,-0.007411706382933359,-0.06005825682345729,0.1832595714594046,0.4093567190546907,0.4154767190546907,-0.007946216865185873,33340.09617714512,56679.84969381547,0.23391068928190178,1.0,1.0,0.06316533126131338
8.16,1.0,1746.2644125767852,1760.0,1625.0,28982.281777480224,30000.0,30350.0,-0.015204662028510061,0.11991989158854165,0.1047152295600316,-0.00406791409375557,-0.0596696267068405,-0.00752018264050947,-0.06038782080994681,0.1832595714594046,0.40903887038008324,0.41515887038008326,-0.007946216865185873,33354.4033750003,56707.96852632157,0.23490963323101827,1.0,1.0,0.06333967987086296
8.2,1.0,1746.5099194854067,1760.0,1625.0,28981.22031162852,30000.0,30350.0,-0.015186897521252778,0.1197332105061956,0.10454631298494284,-0.0043752811747166005,-0.059995388074008324,-0.007606428398383841,-0.06071939828780492,0.1832595714594046,0.4087210217054758,0.4148410217054758,-0.007946216865185873,33368.70165528585,56736.07159607271,0.23597923704435453,1.0,1.0,0.063526360953209
8.24,1.0,1746.7552044796607,1760.0,1625.0,28980.15992565281,30000.0,30350.0,-0.015169478865602779,0.11953494716153737,0.1043654682959346,-0.00466425262593536,-0.06032428500240417,-0.0076706688479494835,-0.06105206571952425,0.1832595714594046,0.40840317303086837,0.4145231730308684,-0.007946216865185873,33382.991256552,56764.15933661698,0.23711520233246097,1.0,1.0,0.06372462429786724
8.28,1.0,1747.000271118226,1760.0,1625.0,28979.100595104625,30000.0,30350.0,-0.015152427669791937,0.11932586697918204,0.10417343930939012,-0.004934437379995174,-0.060655378138836535,-0.007713183110295472,-0.06138491555940224,0.1832595714594046,0.40808532435626094,0.41420532435626095,-0.007946216865185873,33397.2724158138,56792.23216495257,0.23831314353533956,1.0,1.0,0.06393370448022256
8.32,1.0,1747.2451227142774,1760.0,1625.0,28978.04229406855,30000.0,30350.0,-0.015135763934836753,0.11910674826754984,0.10397098433271311,-0.005185501941541407,-0.0609877414988997,-0.0077343024385837025,-0.06171705834610789,0.1832595714594046,0.4077674756816535,0.4138874756816535,-0.007946216865185873,33411.54536786026,56820.29048060811,0.23956860127422647,1.0,1.0,0.06415282319185477
8.36,1.0,1747.4897623317781,1760.0,1625.0,28976.98499527464,30000.0,30350.0,-0.015119506034269923,0.11887837990025855,0.10375887386598866,-0.005417170137862008,-0.061320464659968585,-0.00773440831616116,-0.062047624706102596,0.1832595714594046,0.40744962700704607,0.4135696270070461,-0.007946216865185873,33425.81034459144,56848.3346648082,0.2408770556362349,1.0,1.0,0.06438119155914605
8.4,1.0,1747.734192782711,1760.0,1625.0,28975.92867021218,30000.0,30350.0,-0.015103670698580032,0.118641559015155,0.10353788831657498,-0.005629222722269536,-0.061652654869837606,-0.007713930457437344,-0.062375767264289776,0.1832595714594046,0.40713177833243863,0.41325177833243865,-0.007946216865185873,33440.067574383196,56876.36507972291,0.24223393935793358,1.0,1.0,0.06461801244424961
8.44,1.0,1747.978416625223,1760.0,1625.0,28974.87328924443,30000.0,30350.0,-0.015088273004309538,0.11839708873674806,0.10330881573243854,-0.00582149683411519,-0.06198343906700748,-0.007673344718685811,-0.06270066245858391,0.1832595714594046,0.4068139296578312,0.4129339296578312,-0.007946216865185873,33454.317281481,56904.382067800936,0.2436346508748441,1.0,1.0,0.06486248272265654
8.48,1.0,1748.222436162657,1760.0,1625.0,28973.818821724097,30000.0,30350.0,-0.01507332636774985,0.11814577592763491,0.10307244955988508,-0.005993885319575916,-0.06231196580893486,-0.0076131709260374054,-0.06302151225540759,0.1832595714594046,0.40649608098322376,0.4126160809832238,-0.007946216865185873,33468.55968542292,56932.38595118496,0.24507456720482018,1.0,1.0,0.0651137955317697
8.52,1.0,1748.4662534434424,1760.0,1625.0,28972.76523610911,30000.0,30350.0,-0.01505884254316119,0.11788842897432926,0.10282958643116809,-0.00614633591764946,-0.0626374071048744,-0.007533970628015166,-0.06333754576344701,0.1832595714594046,0.4061782323086163,0.41229823230861634,-0.007946216865185873,33482.79500049246,56960.37703120801,0.2465490566343166,1.0,1.0,0.06537114248507535
8.56,1.0,1748.7098702618096,1760.0,1625.0,28971.712500078498,30000.0,30350.0,-0.015044831625434364,0.11762585561270719,0.10258102398727284,-0.00627885031606881,-0.06295896015026095,-0.0074363447800331745,-0.06364802074331741,0.1832595714594046,0.4058603836340089,0.4119803836340089,-0.007946216865185873,33497.0234352014,56988.355587969105,0.24805349117766723,1.0,1.0,0.06563371584669742
8.6,1.0,1748.9532881592938,1760.0,1625.0,28970.660580647986,30000.0,30350.0,-0.015031302057101266,0.11735886079808185,0.1023275587409806,-0.006391483082106481,-0.06327584895989972,-0.007320931368318889,-0.0639522250111123,0.1832595714594046,0.40554253495940146,0.41166253495940147,-0.007946216865185873,33511.24519180272,57016.321879985706,0.2495832587806583,1.0,1.0,0.06590071066132276
8.64,1.0,1749.1965084269925,1760.0,1625.0,28969.609444285023,30000.0,30350.0,-0.015018260639591231,0.11708824462470507,0.10206998398511385,-0.006484340473480046,-0.06358732589755425,-0.007188402980743407,-0.0642494777341332,0.1832595714594046,0.405224686284794,0.41134468628479404,-0.007946216865185873,33525.4604658339,57044.276143921394,0.25113377524090524,1.0,1.0,0.06617132683469953
8.68,1.0,1749.4395321085346,1760.0,1625.0,28968.559057022976,30000.0,30350.0,-0.015005712548620936,0.11681480029927158,0.10180908775065066,-0.006557579134793008,-0.06389267309984357,-0.007039464332056236,-0.06453913061741474,0.1832595714594046,0.4049068376101866,0.4110268376101866,-0.007946216865185873,33539.66944569004,57072.21859438564,0.2527004958188193,1.0,1.0,0.06644477116013303
8.72,1.0,1749.6823600037235,1760.0,1625.0,28967.50938457417,30000.0,30350.0,-0.014993661353596758,0.11653931217277103,0.10154565081917429,-0.006611404685149203,-0.06419120379268224,-0.006874849750985802,-0.06482056897998047,0.1832595714594046,0.40458898893557915,0.41070898893557917,-0.007946216865185873,33553.8723122274,57100.14942380346,0.2542789265142641,1.0,1.0,0.06672025928663358
8.76,1.0,1749.9249926728119,1760.0,1625.0,28966.460392441502,30000.0,30350.0,-0.014982109040900096,0.11626255383479563,0.10128044479389554,-0.006646070202764241,-0.06448226349881708,-0.006695320636651861,-0.06509321272007765,0.1832595714594046,0.4042711402609717,0.41039114026097173,-0.007946216865185873,33568.0692383964,57128.06880235224,0.25586463498536866,1.0,1.0,0.06699701762460898
