time,controller,velocity,velocity_ref,velocity_ref_modified,altitude,altitude_ref,altitude_ref_modified,gamma,alpha,theta,pitch_rate,elevator,elevator_rate,delta_cmd,alpha_cmd,throttle_cmd,throttle_actual,throttle_rate,qbar,heat_proxy,inlet_margin,inlet_margin_active,propulsion_limit_active,alpha_limit_margin
0.68,1.0,1695.2996418313342,1760.0,1625.0,29182.89942582559,30000.0,30350.0,-0.01569647317086668,0.07431514318802898,0.058618670017162304,0.03644693638730732,-0.08635994460002745,0.053717399978948234,-0.08127646708826577,0.1832595714594046,0.4684765725316736,0.4745965725316736,-0.007946216865185873,30572.089249872428,51168.536325774105,0.272,1.0,1.0,0.10894442827137563
0.72,1.0,1695.6076167088975,1760.0,1625.0,29181.83214618433,30000.0,30350.0,-0.015779032386217366,0.07588932301615145,0.06011029062993409,0.03811603468158859,-0.08404457237721898,0.053890271976670595,-0.07896029053336684,0.1832595714594046,0.46815872385706614,0.47427872385706615,-0.007946216865185873,30587.731737403807,51200.22247960258,0.272,1.0,1.0,0.10737024844325316
0.76,1.0,1695.9150514330054,1760.0,1625.0,29180.759187569933,30000.0,30350.0,-0.015858209620109514,0.07752439901829662,0.06166618939818712,0.03966058134342884,-0.08172560759670584,0.053915931179169534,-0.07665285634723636,0.1832595714594046,0.4678408751824587,0.4739608751824587,-0.007946216865185873,30603.38485314588,51231.89443670853,0.272,1.0,1.0,0.10573517244110799
0.8,1.0,1696.2219269701109,1760.0,1625.0,29179.68078143301,30000.0,30350.0,-0.015933898326762973,0.0792152536730381,0.06328135534627514,0.041079181829783415,-0.079408999542383,0.053809068798910134,-0.07435959781196978,0.1832595714594046,0.46752302650785127,0.4736430265078513,-0.007946216865185873,30619.04694512339,51263.549625296175,0.272,1.0,1.0,0.10404431778636651
0.84,1.0,1696.528224527181,1760.0,1625.0,29178.59716624855,30000.0,30350.0,-0.01600600220072398,0.08095673061686506,0.0649507284161411,0.04237077414435929,-0.07710028114507476,0.05357611793541629,-0.07208581102006953,0.1832595714594046,0.46720517783324383,0.47332517783324385,-0.007946216865185873,30634.716337237678,51295.185465316594,0.272,1.0,1.0,0.10230284084253954
0.88,1.0,1696.8339256267645,1760.0,1625.0,29177.508586825166,30000.0,30350.0,-0.016074435191724086,0.08274364773601169,0.06666921254428763,0.04353461902549062,-0.07480480031893537,0.05321999899111719,-0.06983664793226634,0.1832595714594046,0.4668873291586364,0.4730073291586364,-0.007946216865185873,30650.39133485101,51326.79937771814,0.272,1.0,1.0,0.10051592372339292
0.92,1.0,1697.1390121866073,1760.0,1625.0,29176.415293612343,30000.0,30350.0,-0.01613912152325597,0.08457080999852035,0.06843168847526442,0.044570295668157026,-0.07252779904876537,0.052742877849776486,-0.06761710679657183,0.1832595714594046,0.46656948048402896,0.472689480484029,-0.007946216865185873,30666.070230559242,51358.38879414501,0.272,1.0,1.0,0.09868876146088426
0.96,1.0,1697.4434666029092,1760.0,1625.0,29175.317542006185,30000.0,30350.0,-0.016199995694660196,0.08643302213086,0.07023302643619984,0.04547769856320178,-0.07027441634582669,0.05214729567837114,-0.0654320221293961,0.1832595714594046,0.46625163180942153,0.47237163180942154,-0.007946216865185873,30681.75131011813,51389.95116700109,0.272,1.0,1.0,0.0968265493285446
1.0,1.0,1697.7472718362726,1760.0,1625.0,29174.21559165513,30000.0,30350.0,-0.016257002458170522,0.08832510113117634,0.07206809867300586,0.046257033560315707,-0.06804966580998612,0.051436409940786465,-0.0632860552506058,0.1832595714594046,0.4659337831348141,0.4720537831348141,-0.007946216865185873,30697.432858482887,51421.48397978825,0.272,1.0,1.0,0.09493447032822827
1.04,1.0,1698.0504114993666,1760.0,1625.0,29173.10970576739,30000.0,30350.0,-0.016310096769085302,0.09024188857401766,0.07393179180493241,0.0469088126973863,-0.0658584116795242,0.050613896280104355,-0.06118368565191508,0.1832595714594046,0.46561593446020666,0.4717359344602067,-0.007946216865185873,30713.113165919032,51452.98475762512,0.272,1.0,1.0,0.09301768288538695
1.08,1.0,1698.3528699453357,1760.0,1625.0,29172.000150421958,30000.0,30350.0,-0.016359243709991988,0.09217826265944122,0.07581901894944928,0.04743384791583833,-0.06370535060676244,0.04968379277042643,-0.05912920317973035,0.1832595714594046,0.4652980857855992,0.47141808578559924,-0.007946216865185873,30728.79053414094,51484.45107785119,0.272,1.0,1.0,0.09108130879996339
1.12,1.0,1698.6546323559844,1760.0,1625.0,29170.887193884886,30000.0,30350.0,-0.016404418390595706,0.09412914996816074,0.07772473157756508,0.04783324390023464,-0.06159499907230247,0.04865038481824876,-0.057126700943822314,0.1832595714594046,0.4649802371109918,0.4711002371109918,-0.007946216865185873,30744.463282436423,51515.88058062279,0.272,1.0,1.0,0.08913042149124387
1.16,1.0,1698.955684828788,1760.0,1625.0,29169.77110593245,30000.0,30350.0,-0.016445605824524343,0.09608953689302539,0.0796439310685011,0.04810839022936173,-0.059531684421336335,0.04751814097053383,-0.05518006888180074,0.1832595714594046,0.46466238843638435,0.47078238843638437,-0.007946216865185873,30760.129753735437,51547.27097940748,0.272,1.0,1.0,0.08717003456637921
1.2,1.0,1699.2560144618021,1760.0,1625.0,29168.652157182743,30000.0,30350.0,-0.01648280078417605,0.09805448072277932,0.08157167993860331,0.04826095294988978,-0.05751953778703023,0.04629168220731157,-0.05329298794375255,0.1832595714594046,0.4643445397617769,0.47046453976177693,-0.007946216865185873,30775.78832058282,51578.620071287136,0.272,1.0,1.0,0.08520509073662529
1.24,1.0,1699.5556094355782,1760.0,1625.0,29167.53061843719,30000.0,30350.0,-0.016516007634471135,0.10001912035715978,0.08350311272268869,0.048292865631224265,-0.055562487929489514,0.04497576675957315,-0.05146892488582858,0.1832595714594046,0.4640266910871695,0.4701466910871695,-0.007946216865185873,30791.43739097597,51609.92574698162,0.272,1.0,1.0,0.08324045110224483
1.28,1.0,1699.8544590912297,1760.0,1625.0,29166.406760033395,30000.0,30350.0,-0.01654524014628975,0.10197868663408413,0.08543344648779443,0.04820631993508797,-0.05366425560951858,0.04357527945826238,-0.049711127673049055,0.1832595714594046,0.46370884241256205,0.46982884241256206,-0.007946216865185873,30807.075414029485,51641.186000508664,0.272,1.0,1.0,0.08128088482532048
1.32,1.0,1700.152554003843,1760.0,1625.0,29165.280851210686,30000.0,30350.0,-0.016570521290375274,0.10392851225082572,0.0873579909604505,0.04800375572584038,-0.05182834842670378,0.04209522084853768,-0.04802262149445552,0.1832595714594046,0.4633909937379546,0.46951099373795463,-0.007946216865185873,30822.700885431874,51672.398938400685,0.272,1.0,1.0,0.07933105920857889
1.36,1.0,1700.4498860504825,1760.0,1625.0,29164.153159489724,30000.0,30350.0,-0.016591883012516743,0.1058640412621448,0.0892721582496281,0.04768785074794736,-0.05005805616314622,0.04054069487339469,-0.04640620539254636,0.1832595714594046,0.4630731450633472,0.4691931450633472,-0.007946216865185873,30838.31235266011,51703.56278840311,0.272,1.0,1.0,0.07739553019725981
1.4000000000000001,1.0,1700.7464484720965,1760.0,1625.0,29163.023950067392,30000.0,30350.0,-0.016609365990865384,0.10778083813948773,0.09117147214862238,0.04726150989960464,-0.0483564466878725,0.03891689537619144,-0.0448644495065291,0.1832595714594046,0.46275529638873975,0.46887529638873976,-0.007946216865185873,30853.90841992079,51734.67590758442,0.272,1.0,1.0,0.07547873331991688
1.44,1.0,1701.0422359287022,1760.0,1625.0,29161.893485228207,30000.0,30350.0,-0.01662301937627869,0.10967459637661489,0.09305157700033623,0.04672785413385128,-0.046726362458287145,0.03722909197526597,-0.04339969292656384,0.1832595714594046,0.4624374477141323,0.4685574477141323,-0.007946216865185873,30869.48775278963,51765.736789795024,0.272,1.0,1.0,0.07358497508278972
1.48,1.0,1701.3372445472933,1760.0,1625.0,29160.76202377342,30000.0,30350.0,-0.016632900516617793,0.11154114662833524,0.09490824611171747,0.0460902090199933,-0.04517041763445151,0.035482615740593394,-0.0420140421541873,0.1832595714594046,0.4621195990395249,0.4682395990395249,-0.007946216865185873,30885.049082522666,51796.74407241726,0.272,1.0,1.0,0.07171842483106937
1.52,1.0,1701.6314719619918,1760.0,1625.0,29159.629820468857,30000.0,30350.0,-0.01663907466595042,0.11337646437038243,0.09673738970443203,0.04535209299893549,-0.04369099580842576,0.03368284491294308,-0.040709370162453934,0.1832595714594046,0.46180175036491744,0.46792175036491745,-0.007946216865185873,30900.59121001656,51827.696542356614,0.272,1.0,1.0,0.06988310708902218
